year,age,tm,pos,no.,games_g,games_gs,0-19_fga,0-19_fgm,20-29_fga,20-29_fgm,30-39_fga,30-39_fgm,40-49_fga,40-49_fgm,50+_fga,50+_fgm,scoring_fga,scoring_fgm,lng,scoring_fg%,scoring_xpa,scoring_xpm,scoring_xp%,kickoffs_ko,kickoffs_koyds,kickoffs_tb,kickoffs_tb%,kickoffs_koavg,name,link,playoff_stat,av,tot_fga,tot_fgm,tot_lng,fg%,pat_xpa,pat_xpm,xp%,awards
2008.0,22,NOR,K,5.0,8,0.0,,,5.0,5.0,4.0,4.0,4.0,4.0,,,13.0,13.0,47.0,100.0%,28.0,28.0,100.0%,49.0,3190.0,9.0,18.4%,65.1,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,3.0,,,,,,,,
2009.0,23,NOR,K,5.0,5,0.0,1.0,1.0,3.0,3.0,6.0,5.0,,,1.0,,11.0,9.0,38.0,81.8%,11.0,10.0,90.9%,3.0,183.0,1.0,33.3%,61.0,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,1.0,,,,,,,,
2010.0,24,NOR,K,5.0,14,0.0,1.0,1.0,6.0,4.0,9.0,7.0,7.0,6.0,2.0,2.0,25.0,20.0,52.0,80.0%,40.0,40.0,100.0%,34.0,2096.0,4.0,11.8%,61.6,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,2.0,,,,,,,,
2012.0,26,NOR,K,5.0,16,0.0,,,9.0,9.0,6.0,4.0,3.0,2.0,4.0,3.0,22.0,18.0,53.0,81.8%,57.0,57.0,100.0%,2.0,24.0,,,12.0,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,3.0,,,,,,,,
2013.0,27,NOR,K,5.0,14,0.0,2.0,2.0,6.0,5.0,8.0,5.0,13.0,9.0,1.0,1.0,30.0,22.0,55.0,73.3%,41.0,41.0,100.0%,1.0,9.0,,,9.0,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,0.0,,,,,,,,
2014.0,28,CLE,K,10.0,2,0.0,,,,,2.0,2.0,1.0,1.0,,,3.0,3.0,43.0,100.0%,2.0,2.0,100.0%,2.0,123.0,,,61.5,Garrett Hartley,https://www.pro-football-reference.com/players/H/HartGa00.htm,False,1.0,,,,,,,,
2008.0,23,BAL,K,6.0,8,0.0,,,,,,,,,2.0,1.0,2.0,1.0,54.0,50.0%,,,,14.0,905.0,1.0,7.1%,64.6,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,0.0,,,,,,,,
2009.0,24,BAL,K,6.0,9,0.0,,,1.0,1.0,7.0,5.0,5.0,3.0,,,13.0,9.0,44.0,69.2%,28.0,27.0,96.4%,46.0,2969.0,3.0,6.5%,64.5,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,1.0,,,,,,,,
2010.0,25,DEN,K,3.0,4,0.0,,,1.0,1.0,3.0,3.0,3.0,2.0,,,7.0,6.0,46.0,85.7%,10.0,10.0,100.0%,20.0,1224.0,2.0,10.0%,61.2,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,1.0,,,,,,,,
2011.0,26,SEA,K,4.0,16,0.0,2.0,2.0,6.0,5.0,10.0,9.0,8.0,7.0,4.0,2.0,30.0,25.0,52.0,83.3%,34.0,34.0,100.0%,75.0,4899.0,26.0,34.7%,65.3,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,3.0,,,,,,,,
2012.0,27,SEA,K,4.0,16,0.0,1.0,1.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,1.0,27.0,24.0,52.0,88.9%,48.0,46.0,95.8%,87.0,5623.0,36.0,41.4%,64.6,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,3.0,,,,,,,,
2013.0,28,SEA,K,4.0,16,0.0,,,11.0,10.0,9.0,9.0,12.0,11.0,3.0,3.0,35.0,33.0,53.0,94.3%,44.0,44.0,100.0%,94.0,6118.0,48.0,51.1%,65.1,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,4.0,,,,,,,,
2014.0,29,SEA,K,4.0,16,0.0,,,10.0,10.0,10.0,10.0,13.0,9.0,4.0,2.0,37.0,31.0,58.0,83.8%,41.0,41.0,100.0%,88.0,5728.0,46.0,52.3%,65.1,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,3.0,,,,,,,,
2015.0,30,SEA,K,4.0,16,0.0,,,9.0,9.0,7.0,7.0,9.0,7.0,6.0,6.0,31.0,29.0,54.0,93.5%,44.0,40.0,90.9%,91.0,5869.0,47.0,51.6%,64.5,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,5.0,,,,,,,,
2016.0,31,SEA,K,4.0,16,0.0,,,13.0,11.0,13.0,13.0,10.0,8.0,1.0,1.0,37.0,33.0,53.0,89.2%,35.0,29.0,82.9%,86.0,5477.0,54.0,62.8%,63.7,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,2.0,,,,,,,,
2017.0,32,BUF,K,4.0,16,0.0,,,6.0,6.0,9.0,9.0,9.0,7.0,9.0,7.0,33.0,29.0,56.0,87.9%,29.0,29.0,100.0%,74.0,4361.0,37.0,50.0%,58.9,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,5.0,,,,,,,,
2018.0,33,BUF,K,4.0,16,0.0,,,3.0,3.0,8.0,8.0,10.0,7.0,7.0,4.0,28.0,22.0,54.0,78.6%,26.0,25.0,96.2%,66.0,3958.0,30.0,45.5%,60.0,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,3.0,,,,,,,,
2019.0,34,BUF,K,4.0,16,0.0,,,5.0,5.0,8.0,7.0,10.0,9.0,5.0,1.0,28.0,22.0,51.0,78.6%,32.0,30.0,93.8%,73.0,4529.0,42.0,57.5%,62.0,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,3.0,,,,,,,,
2020.0,35,JAX,K,3.0,1,0.0,,,1.0,,,,1.0,,,,2.0,,,0.0%,2.0,2.0,100.0%,,,,,,Stephen Hauschka,https://www.pro-football-reference.com/players/H/HausSt00.htm,False,0.0,,,,,,,,
2020.0,24,DET,P,3.0,16,0.0,,,,,,,,,,,,,,,,,,60.0,3670.0,19.0,31.7%,61.2,Jack Fox,https://www.pro-football-reference.com/players/F/FoxxJa01.htm,False,3.0,,,,,,,,"AP2, PB"
2021.0,25,DET,P,3.0,17,0.0,,,,,,,,,,,,,,,,,,35.0,2209.0,19.0,54.3%,63.1,Jack Fox,https://www.pro-football-reference.com/players/F/FoxxJa01.htm,False,3.0,,,0.0,,,,,
2022.0,26,DET,P,3.0,17,0.0,,,,,,,,,,,,,,,,,,63.0,4077.0,45.0,71.4%,64.7,Jack Fox,https://www.pro-football-reference.com/players/F/FoxxJa01.htm,False,2.0,,,0.0,,,,,
2023.0,27,DET,P,3.0,17,0.0,,,,,,,,,,,,,,,,,,86.0,5482.0,58.0,67.4%,63.7,Jack Fox,https://www.pro-football-reference.com/players/F/FoxxJa01.htm,False,1.0,,,0.0,,,,,
2024.0,28,DET,P,3.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,Jack Fox,https://www.pro-football-reference.com/players/F/FoxxJa01.htm,False,,,,0.0,,,,,
2023.0,24,LAR,K,8.0,9,0.0,,,8.0,8.0,3.0,3.0,6.0,2.0,3.0,2.0,20.0,15.0,52.0,75.0%,22.0,19.0,86.4%,8.0,524.0,7.0,87.5%,65.5,Lucas Havrisik,https://www.pro-football-reference.com/players/H/HavrLu00.htm,False,0.0,,,,,,,,
2015.0,22,MIA,K,3.0,16,0.0,1.0,1.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,1.0,16.0,13.0,53.0,81.3%,36.0,33.0,91.7%,66.0,4133.0,44.0,66.7%,62.6,Andrew Franks,https://www.pro-football-reference.com/players/F/FranAn01.htm,False,3.0,,,,,,,,
2016.0,23,MIA,K,3.0,16,0.0,,,10.0,8.0,6.0,6.0,3.0,1.0,2.0,1.0,21.0,16.0,55.0,76.2%,42.0,41.0,97.6%,74.0,4768.0,43.0,58.1%,64.4,Andrew Franks,https://www.pro-football-reference.com/players/F/FranAn01.htm,False,2.0,,,,,,,,
2017.0,26,DAL,SS,38.0,15,15.0,,,,,,,,,,,,,,,3.0,2.0,66.7%,5.0,308.0,2.0,40.0%,61.6,Jeff Heath,https://www.pro-football-reference.com/players/H/HeatJe00.htm,False,,,,,,,,,
2014.0,24,DET,K,3.0,3,0.0,,,2.0,2.0,1.0,1.0,4.0,,,,7.0,3.0,30.0,42.9%,6.0,6.0,100.0%,,,,,,Nate Freese,https://www.pro-football-reference.com/players/F/FreeNa00.htm,False,-1.0,,,,,,,,
2012.0,22,STL,P,6.0,16,0.0,,,,,,,,,,,,,,,,,,1.0,9.0,,,9.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2013.0,23,STL,P,6.0,16,0.0,,,,,,,,,,,,,,,,,,3.0,69.0,,,23.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2014.0,24,STL,P,6.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,30.0,,,15.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2015.0,25,STL,P,6.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,133.0,1.0,50.0%,66.5,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2018.0,28,LAR,P,6.0,16,0.0,,,1.0,1.0,,,,,,,1.0,1.0,20.0,100.0%,1.0,1.0,100.0%,6.0,381.0,2.0,33.3%,63.5,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2019.0,29,LAR,P,6.0,16,0.0,,,,,,,,,,,,,,,,,,2.0,76.0,1.0,50.0%,38.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2022.0,32,CAR,P,10.0,17,0.0,,,,,,,,,,,,,0.0,,,,,1.0,8.0,,,8.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2023.0,33,CAR,P,10.0,17,0.0,,,,,,,,,,,,,0.0,,,,,1.0,10.0,,,10.0,Johnny Hekker,https://www.pro-football-reference.com/players/H/HekkJo00.htm,False,,,,,,,,,
2020.0,26,ATL,K,1.0,1,0.0,,,1.0,1.0,,,,,,,1.0,1.0,23.0,100.0%,2.0,1.0,50.0%,4.0,259.0,2.0,50.0%,64.8,Elliott Fry,https://www.pro-football-reference.com/players/F/FryxEl01.htm,False,0.0,,,,,,,,
2021.0,27,2TM,K,,2,0.0,,,,,4.0,3.0,1.0,1.0,,,5.0,4.0,44.0,80.0%,5.0,4.0,80.0%,12.0,706.0,6.0,50.0%,58.8,Elliott Fry,https://www.pro-football-reference.com/players/F/FryxEl01.htm,False,0.0,,,,,,,,
2011.0,24,PHI,K,6.0,16,0.0,,,10.0,10.0,11.0,9.0,4.0,4.0,2.0,1.0,27.0,24.0,51.0,88.9%,46.0,46.0,100.0%,85.0,5433.0,32.0,37.6%,63.9,Alex Henery,https://www.pro-football-reference.com/players/H/HeneAl00.htm,False,4.0,,,,,,,,
2012.0,25,PHI,K,6.0,16,0.0,,,9.0,8.0,9.0,8.0,12.0,11.0,1.0,,31.0,27.0,49.0,87.1%,26.0,25.0,96.2%,70.0,4405.0,26.0,37.1%,62.9,Alex Henery,https://www.pro-football-reference.com/players/H/HeneAl00.htm,False,3.0,,,,,,,,
2013.0,26,PHI,K,6.0,16,0.0,,,8.0,8.0,8.0,7.0,10.0,7.0,2.0,1.0,28.0,23.0,51.0,82.1%,45.0,45.0,100.0%,90.0,5583.0,37.0,41.1%,62.0,Alex Henery,https://www.pro-football-reference.com/players/H/HeneAl00.htm,False,2.0,,,,,,,,
2014.0,27,DET,K,5.0,2,0.0,,,,,,,2.0,,3.0,1.0,5.0,1.0,51.0,20.0%,5.0,5.0,100.0%,,,,,,Alex Henery,https://www.pro-football-reference.com/players/H/HeneAl00.htm,False,-1.0,,,,,,,,
2020.0,30,ARI,LS,46.0,16,0.0,,,,,,,,,,,,,,,,,,1.0,15.0,,,15.0,Aaron Brewer,https://www.pro-football-reference.com/players/C/ColeBr00.htm,False,,,,,,,,,
2013.0,32,SDG,K,,2,0.0,,,2.0,2.0,1.0,1.0,,,1.0,,4.0,3.0,,75.0%,5.0,5.0,100.0%,10.0,536.0,,,53.6,Nick Novak,https://www.pro-football-reference.com/players/N/novaknic01.htm,True,,,,,,,,,
2015.0,34,HOU,K,,1,0.0,,,,,,,,,,,,,,,,,,1.0,71.0,,,71.0,Nick Novak,https://www.pro-football-reference.com/players/N/novaknic01.htm,True,,,,,,,,,
2016.0,35,HOU,K,,2,0.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,,100.0%,4.0,4.0,100.0%,11.0,704.0,5.0,45.5%,64.0,Nick Novak,https://www.pro-football-reference.com/players/N/novaknic01.htm,True,,,,,,,,,
2006.0,24,NYJ,K,,1,0.0,,,2.0,2.0,1.0,1.0,,,,,3.0,3.0,,100.0%,1.0,1.0,100.0%,5.0,306.0,,,61.2,Mike Nugent,https://www.pro-football-reference.com/players/N/nugenmik01.htm,True,,,,,,,,,
2011.0,29,CIN,K,,1,0.0,,,,,1.0,1.0,,,1.0,,2.0,1.0,,50.0%,1.0,1.0,100.0%,3.0,195.0,3.0,100.0%,65.0,Mike Nugent,https://www.pro-football-reference.com/players/N/nugenmik01.htm,True,,,,,,,,,
2013.0,31,CIN,K,,1,0.0,,,,,,,1.0,1.0,,,1.0,1.0,,100.0%,1.0,1.0,100.0%,2.0,128.0,1.0,50.0%,64.0,Mike Nugent,https://www.pro-football-reference.com/players/N/nugenmik01.htm,True,,,,,,,,,
2014.0,32,CIN,K,,1,,,,,,,,,,1.0,1.0,1.0,1.0,,100.0%,1.0,1.0,100.0%,3.0,209.0,,,69.7,Mike Nugent,https://www.pro-football-reference.com/players/N/nugenmik01.htm,True,,,,,,,,,
2015.0,33,CIN,K,,1,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,100.0%,1.0,1.0,100.0%,4.0,262.0,3.0,75.0%,65.5,Mike Nugent,https://www.pro-football-reference.com/players/N/nugenmik01.htm,True,,,,,,,,,
2003.0,24,SEA,K,,1,0.0,,,,,2.0,2.0,,,,,2.0,2.0,,100.0%,3.0,3.0,100.0%,6.0,347.0,,,57.8,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2004.0,25,SEA,K,,1,0.0,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,,100.0%,2.0,2.0,100.0%,5.0,320.0,,,64.0,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2005.0,26,SEA,K,,3,0.0,,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,8.0,5.0,,62.5%,7.0,7.0,100.0%,15.0,958.0,1.0,6.7%,63.9,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2006.0,27,SEA,K,,2,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,100.0%,4.0,4.0,100.0%,10.0,610.0,2.0,20.0%,61.0,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2007.0,28,SEA,K,,2,0.0,,,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,4.0,,100.0%,5.0,5.0,100.0%,12.0,735.0,,,61.3,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2012.0,33,CIN,K,,1,0.0,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,,100.0%,1.0,1.0,100.0%,4.0,271.0,2.0,50.0%,67.8,Josh Brown,https://www.pro-football-reference.com/players/B/brownjos01.htm,True,,,,,,,,,
2010.0,24,KAN,K,,1,0.0,,,,,,,,,,,,,,,1.0,1.0,100.0%,2.0,139.0,1.0,50.0%,69.5,Ryan Succop,https://www.pro-football-reference.com/players/S/SuccRy44.htm,True,,,,,,,,,
2013.0,27,KAN,K,,1,0.0,1.0,1.0,,,,,2.0,2.0,,,3.0,3.0,,100.0%,5.0,5.0,100.0%,9.0,599.0,6.0,66.7%,66.6,Ryan Succop,https://www.pro-football-reference.com/players/S/SuccRy44.htm,True,,,,,,,,,
2017.0,31,TEN,K,,2,0.0,,,,,,,1.0,1.0,,,1.0,1.0,,100.0%,3.0,3.0,100.0%,8.0,465.0,2.0,25.0%,58.1,Ryan Succop,https://www.pro-football-reference.com/players/S/SuccRy44.htm,True,,,,,,,,,
2020.0,34,TAM,K,,4,0.0,,,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,9.0,9.0,,100.0%,13.0,12.0,92.3%,,,,,,Ryan Succop,https://www.pro-football-reference.com/players/S/SuccRy44.htm,True,,,,,,,,,
2021.0,35,TAM,K,,2,0.0,,,,,2.0,2.0,2.0,1.0,,,4.0,3.0,,75.0%,7.0,7.0,100.0%,,,,,,Ryan Succop,https://www.pro-football-reference.com/players/S/SuccRy44.htm,True,,,,,,,,,
2018.0,24,LAC,K,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,Nick Rose,https://www.pro-football-reference.com/players/R/RoseNi00.htm,True,,,,,,,,,
2019.0,25,TEN,K,,3,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,100.0%,9.0,9.0,100.0%,14.0,875.0,5.0,35.7%,62.5,Greg Joseph,https://www.pro-football-reference.com/players/J/JoseGr00.htm,True,,,,,,,,,
2022.0,28,MIN,K,,1,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,100.0%,3.0,3.0,100.0%,6.0,388.0,4.0,66.7%,64.7,Greg Joseph,https://www.pro-football-reference.com/players/J/JoseGr00.htm,True,,,,,,,,,
2018.0,29,DAL,K,,2,0.0,,,,,1.0,1.0,,,1.0,,2.0,1.0,,50.0%,5.0,5.0,100.0%,9.0,581.0,8.0,88.9%,64.6,Brett Maher,https://www.pro-football-reference.com/players/M/MaheBr01.htm,True,,,,,,,,,
2022.0,33,DAL,K,,2,0.0,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,100.0%,6.0,1.0,16.7%,10.0,646.0,6.0,60.0%,64.6,Brett Maher,https://www.pro-football-reference.com/players/M/MaheBr01.htm,True,,,,,,,,,
2023.0,34,LAR,K,,1,0.0,,,3.0,3.0,,,,,,,3.0,3.0,,100.0%,2.0,2.0,100.0%,,,,,,Brett Maher,https://www.pro-football-reference.com/players/M/MaheBr01.htm,True,,,,,,,,,
2002.0,27,NYG,PK,,1,0.0,,,1.0,1.0,,,1.0,,,,2.0,1.0,,50.0%,5.0,5.0,100.0%,7.0,404.0,,,57.7,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2005.0,30,TAM,K,,1,0.0,,,,,,,1.0,1.0,,,1.0,1.0,,100.0%,1.0,1.0,100.0%,,,,,,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2007.0,32,TAM,K,,1,0.0,,,,,,,,,,,,,,,2.0,2.0,100.0%,3.0,174.0,,,58.0,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2010.0,35,ATL,K,,1,0.0,,,,,,,,,,,,,,,3.0,3.0,100.0%,,,,,,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2012.0,37,ATL,K,,2,0.0,,,,,3.0,3.0,1.0,1.0,,,4.0,4.0,,100.0%,6.0,6.0,100.0%,,,,,,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2016.0,41,ATL,K,,3,0.0,,,1.0,1.0,2.0,2.0,,,,,3.0,3.0,,100.0%,14.0,13.0,92.9%,,,,,,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2017.0,42,ATL,K,,2,0.0,,,2.0,2.0,1.0,1.0,,,2.0,2.0,5.0,5.0,,100.0%,3.0,3.0,100.0%,,,,,,Matt Bryant,https://www.pro-football-reference.com/players/B/bryanmat01.htm,True,,,,,,,,,
2018.0,26,CHI,K,,1,0.0,,,1.0,1.0,2.0,2.0,1.0,,,,4.0,3.0,,75.0%,,,,4.0,255.0,2.0,50.0%,63.8,Cody Parkey,https://www.pro-football-reference.com/players/P/ParkCo03.htm,True,,,,,,,,,
2020.0,28,CLE,K,,2,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,100.0%,8.0,8.0,100.0%,13.0,844.0,7.0,53.8%,64.9,Cody Parkey,https://www.pro-football-reference.com/players/P/ParkCo03.htm,True,,,,,,,,,
2022.0,27,MIA,K,,1,0.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,7.0,459.0,5.0,71.4%,65.6,Jason Sanders,https://www.pro-football-reference.com/players/S/SandJa00.htm,True,,3.0,3.0,,100.0%,2.0,2.0,100.0%,
2023.0,28,MIA,K,,1,0.0,,,,,,,,,,,,,,,,,,2.0,96.0,,,48.0,Jason Sanders,https://www.pro-football-reference.com/players/S/SandJa00.htm,True,,,,,,1.0,1.0,100.0%,
2017.0,23,NOR,K,,2,0.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,11.0,715.0,11.0,100.0%,65.0,Wil Lutz,https://www.pro-football-reference.com/players/L/LutzWi00.htm,True,,3.0,2.0,,66.7%,7.0,7.0,100.0%,
2018.0,24,NOR,K,,2,0.0,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,11.0,710.0,9.0,81.8%,64.5,Wil Lutz,https://www.pro-football-reference.com/players/L/LutzWi00.htm,True,,6.0,5.0,,83.3%,4.0,4.0,100.0%,
2019.0,25,NOR,K,,1,0.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,6.0,368.0,5.0,83.3%,61.3,Wil Lutz,https://www.pro-football-reference.com/players/L/LutzWi00.htm,True,,3.0,2.0,,66.7%,2.0,2.0,100.0%,
2020.0,26,NOR,K,,2,0.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,9.0,599.0,7.0,77.8%,66.6,Wil Lutz,https://www.pro-football-reference.com/players/L/LutzWi00.htm,True,,3.0,2.0,,66.7%,5.0,5.0,100.0%,
2022.0,23,JAX,K,,2,0.0,,,,,1.0,1.0,2.0,2.0,,,3.0,3.0,,100.0%,4.0,4.0,100.0%,3.0,119.0,,,39.7,Riley Patterson,https://www.pro-football-reference.com/players/P/PattRi01.htm,True,,,,,,,,,
2023.0,24,CLE,K,,1,0.0,,,,,,,,,,,,,,,2.0,2.0,100.0%,3.0,185.0,2.0,66.7%,61.7,Riley Patterson,https://www.pro-football-reference.com/players/P/PattRi01.htm,True,,,,,,,,,
2017.0,22,KAN,K,,1,0.0,,,,,,,1.0,,,,,,,,,,,4.0,248.0,1.0,25.0%,62.0,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,1.0,,,0.0%,3.0,3.0,100.0%,
2018.0,23,KAN,K,,2,0.0,,,,,2.0,2.0,,,,,,,,,,,,13.0,808.0,5.0,38.5%,62.2,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,2.0,2.0,,100.0%,8.0,8.0,100.0%,
2019.0,24,KAN,K,,3,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,21.0,1309.0,10.0,47.6%,62.3,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,2.0,2.0,,100.0%,16.0,15.0,93.8%,
2020.0,25,KAN,K,,3,0.0,,,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,17.0,1088.0,12.0,70.6%,64.0,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,8.0,7.0,,87.5%,7.0,6.0,85.7%,
2021.0,26,KAN,K,,3,0.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,18.0,1141.0,13.0,72.2%,63.4,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,5.0,4.0,,80.0%,13.0,12.0,92.3%,
2022.0,27,KAN,K,,3,0.0,,,2.0,2.0,,,3.0,2.0,2.0,2.0,,,,,,,,19.0,1190.0,12.0,63.2%,62.6,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,7.0,6.0,,85.7%,10.0,10.0,100.0%,
2023.0,28,KAN,K,,4,0.0,,,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,24.0,1512.0,18.0,75.0%,63.0,Harrison Butker,https://www.pro-football-reference.com/players/B/ButkHa00.htm,True,,11.0,11.0,,100.0%,8.0,8.0,100.0%,
2012.0,23,BAL,K,,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,23.0,1502.0,12.0,52.2%,65.3,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,4.0,4.0,,100.0%,16.0,16.0,100.0%,
2014.0,25,BAL,K,,2,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,13.0,861.0,5.0,38.5%,66.2,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,4.0,4.0,,100.0%,7.0,7.0,100.0%,
2018.0,29,BAL,K,,1,0.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,2.0,1.0,,50.0%,2.0,2.0,100.0%,
2019.0,30,BAL,K,,1,0.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,3.0,186.0,1.0,33.3%,62.0,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,2.0,2.0,,100.0%,,,,
2020.0,31,BAL,K,,2,0.0,,,,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,7.0,448.0,4.0,57.1%,64.0,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,6.0,3.0,,50.0%,2.0,2.0,100.0%,
2022.0,33,BAL,K,,1,0.0,,,1.0,1.0,,,,,,,,,,,,,,4.0,247.0,2.0,50.0%,61.8,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,1.0,1.0,,100.0%,2.0,2.0,100.0%,
2023.0,34,BAL,K,,2,0.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,10.0,636.0,7.0,70.0%,63.6,Justin Tucker,https://www.pro-football-reference.com/players/T/TuckJu00.htm,True,,3.0,3.0,,100.0%,5.0,5.0,100.0%,
2011.0,27,DEN,K,,0,0.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,9.0,588.0,8.0,88.9%,65.3,Matt Prater,https://www.pro-football-reference.com/players/P/PratMa20.htm,True,,4.0,4.0,,100.0%,3.0,3.0,100.0%,
2012.0,28,DEN,K,,1,0.0,,,,,,,,,1.0,,,,,,,,,7.0,454.0,3.0,42.9%,64.9,Matt Prater,https://www.pro-football-reference.com/players/P/PratMa20.htm,True,,1.0,,,0.0%,5.0,5.0,100.0%,
2013.0,29,DEN,K,,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,14.0,845.0,12.0,85.7%,60.4,Matt Prater,https://www.pro-football-reference.com/players/P/PratMa20.htm,True,,6.0,5.0,,83.3%,5.0,5.0,100.0%,
