year,age,tm,pos,no.,games_g,games_gs,off._num,off._pct,def._num,def._pct,st_num,st_pct,name,link,playoff_stat,av
2017.0,23,LAC,K,,4.0,0.0,0,0%,0,0%,29,27%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2019.0,25,ATL,K,7.0,8.0,0.0,0,0%,0,0%,94,41%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2020.0,26,ATL,K,7.0,15.0,0.0,1,0%,0,0%,143,33%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2021.0,27,ATL,K,7.0,17.0,0.0,0,0%,0,0%,119,28%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2022.0,28,ATL,K,7.0,17.0,0.0,0,0%,0,0%,72,17%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2023.0,29,ATL,K,6.0,17.0,0.0,0,0%,0,0%,66,14%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2024.0,30,ATL,K,6.0,2.0,0.0,0,0%,0,0%,6,13%,Younghoe Koo,https://www.pro-football-reference.com/players/K/KooxYo00.htm,False,
2024.0,22,NYJ,RB,32.0,3.0,0.0,3,2%,0,0%,48,66%,Isaiah Davis,https://www.pro-football-reference.com/players/D/DaviIs00.htm,False,
2014.0,25,DEN,T/TE,71.0,12.0,6.0,300,36%,0,0%,79,22%,Paul Cornick,https://www.pro-football-reference.com/players/C/CornPa00.htm,False,
2013.0,24,OAK,G,72.0,1.0,0.0,4,7%,0,0%,0,0%,Jack Cornell,https://www.pro-football-reference.com/players/C/CornJa00.htm,False,
2020.0,22,PHI,RB,46.0,1.0,0.0,8,13%,0,0%,0,0%,Adrian Killins,https://www.pro-football-reference.com/players/K/KillAd00.htm,False,
2024.0,22,LAR,DB,26.0,2.0,0.0,0,0%,14,11%,23,45%,Kamren Kinchens,https://www.pro-football-reference.com/players/K/KincKa00.htm,False,
2012.0,26,NYG,WR,80.0,16.0,16.0,904,89%,0,0%,1,0%,Victor Cruz,https://www.pro-football-reference.com/players/C/CruzVi00.htm,False,
2013.0,27,NYG,WR,80.0,14.0,12.0,784,88%,0,0%,1,0%,Victor Cruz,https://www.pro-football-reference.com/players/C/CruzVi00.htm,False,
2014.0,28,NYG,WR,80.0,6.0,6.0,372,89%,0,0%,1,1%,Victor Cruz,https://www.pro-football-reference.com/players/C/CruzVi00.htm,False,
2016.0,30,NYG,WR,80.0,15.0,12.0,767,78%,0,0%,1,0%,Victor Cruz,https://www.pro-football-reference.com/players/C/CruzVi00.htm,False,
2016.0,23,DET,DB,35.0,16.0,0.0,0,0%,149,15%,304,73%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2017.0,24,DET,DB,35.0,16.0,3.0,0,0%,353,32%,277,59%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2018.0,25,DET,DB,35.0,16.0,0.0,0,0%,0,0%,337,78%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2019.0,26,DET,DB,35.0,15.0,1.0,0,0%,86,8%,350,81%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2020.0,27,DET,DB,35.0,15.0,0.0,0,0%,1,0%,361,84%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2021.0,28,PIT,DB,28.0,17.0,0.0,0,0%,44,4%,335,68%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2022.0,29,PIT,S,28.0,17.0,0.0,0,0%,13,1%,290,66%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2023.0,30,PIT,DB,28.0,17.0,1.0,0,0%,111,10%,319,71%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2024.0,31,PIT,S,28.0,2.0,0.0,0,0%,0,0%,37,74%,Miles Killebrew,https://www.pro-football-reference.com/players/K/KillMi00.htm,False,
2014.0,23,NYG,LLB,59.0,12.0,6.0,0,0%,330,42%,184,53%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2015.0,24,NYG,LLB,59.0,9.0,9.0,0,0%,484,75%,60,22%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2016.0,25,NYG,LLB,59.0,16.0,9.0,0,0%,531,48%,186,41%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2017.0,26,NYG,LLB,59.0,15.0,11.0,0,0%,544,52%,143,34%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2018.0,27,DET,LLB,42.0,15.0,15.0,0,0%,864,94%,66,16%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2019.0,28,DET,LLB,42.0,16.0,15.0,0,0%,935,82%,51,11%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2020.0,29,ARI,LB,42.0,13.0,4.0,0,0%,362,40%,0,0%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2021.0,30,ARI,LB,42.0,15.0,3.0,0,0%,265,28%,0,0%,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2022.0,31,2TM,LB,,7.0,2.0,0,,128,,0,,Devon Kennard,https://www.pro-football-reference.com/players/K/KennDe00.htm,False,
2012.0,23,GNB,ROLB,54.0,16.0,6.0,0,0%,436,40%,206,44%,Dezman Moses,https://www.pro-football-reference.com/players/M/MoseDe00.htm,False,
2013.0,24,KAN,LB,54.0,13.0,0.0,0,0%,58,6%,229,57%,Dezman Moses,https://www.pro-football-reference.com/players/M/MoseDe00.htm,False,
2015.0,26,KAN,LB,54.0,13.0,0.0,0,0%,55,6%,151,43%,Dezman Moses,https://www.pro-football-reference.com/players/M/MoseDe00.htm,False,
2016.0,27,KAN,LB,54.0,3.0,0.0,0,0%,16,8%,26,33%,Dezman Moses,https://www.pro-football-reference.com/players/M/MoseDe00.htm,False,
2015.0,22,TEN,LB,53.0,4.0,0.0,0,0%,47,20%,22,20%,Deiontrez Mount,https://www.pro-football-reference.com/players/M/MounDe00.htm,False,
2016.0,23,IND,LB,48.0,1.0,0.0,0,0%,0,0%,8,30%,Deiontrez Mount,https://www.pro-football-reference.com/players/M/MounDe00.htm,False,
2017.0,24,DEN,LB,53.0,7.0,0.0,0,0%,44,10%,142,74%,Deiontrez Mount,https://www.pro-football-reference.com/players/M/MounDe00.htm,False,
2019.0,22,DAL,T,69.0,7.0,1.0,110,21%,0,0%,43,21%,Brandon Knight,https://www.pro-football-reference.com/players/K/KnigBr01.htm,False,
2020.0,23,DAL,LT,69.0,13.0,9.0,774,82%,0,0%,65,17%,Brandon Knight,https://www.pro-football-reference.com/players/K/KnigBr01.htm,False,
2021.0,24,DAL,T,69.0,1.0,0.0,3,4%,0,0%,0,0%,Brandon Knight,https://www.pro-football-reference.com/players/K/KnigBr01.htm,False,
2024.0,25,SEA,RB,36.0,1.0,0.0,0,0%,0,0%,6,19%,George Holani,https://www.pro-football-reference.com/players/H/HolaGe00.htm,False,
2017.0,27,NOR,QB,7.0,5.0,0.0,1,0%,0,0%,71,51%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2018.0,28,NOR,QB,7.0,16.0,4.0,182,17%,0,0%,343,80%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2019.0,29,NOR,WR,7.0,16.0,5.0,241,23%,0,0%,287,63%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2020.0,30,NOR,WR/QB,7.0,16.0,8.0,473,44%,0,0%,86,19%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2021.0,31,NOR,QB,7.0,12.0,9.0,431,56%,0,0%,27,8%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2022.0,32,NOR,TE/QB,7.0,16.0,8.0,326,33%,0,0%,169,40%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2023.0,33,NOR,QB,7.0,16.0,7.0,425,38%,0,0%,165,37%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2024.0,34,NOR,TE,7.0,2.0,2.0,49,39%,0,0%,14,25%,Taysom Hill,https://www.pro-football-reference.com/players/H/HillTa00.htm,False,
2022.0,28,LAR,G,60.0,5.0,2.0,188,60%,0,0%,6,5%,Jeremiah Kolone,https://www.pro-football-reference.com/players/K/KoloJe00.htm,False,
2017.0,21,CLE,QB,7.0,15.0,15.0,886,89%,0,0%,0,0%,DeShone Kizer,https://www.pro-football-reference.com/players/K/KizeDe00.htm,False,
2018.0,22,GNB,QB,9.0,3.0,0.0,62,34%,0,0%,0,0%,DeShone Kizer,https://www.pro-football-reference.com/players/K/KizeDe00.htm,False,
2021.0,23,LVR,LB,51.0,5.0,0.0,0,0%,48,14%,18,13%,Malcolm Koonce,https://www.pro-football-reference.com/players/K/KoonMa00.htm,False,
2022.0,24,LVR,LB,51.0,17.0,0.0,0,0%,68,6%,260,57%,Malcolm Koonce,https://www.pro-football-reference.com/players/K/KoonMa00.htm,False,
2023.0,25,LVR,DE,51.0,17.0,11.0,0,0%,500,44%,268,62%,Malcolm Koonce,https://www.pro-football-reference.com/players/K/KoonMa00.htm,False,
2016.0,22,IND,LB,44.0,16.0,4.0,0,0%,332,31%,265,57%,Antonio Morrison,https://www.pro-football-reference.com/players/M/MorrAn01.htm,False,
2017.0,23,IND,LILB,44.0,15.0,15.0,0,0%,811,80%,165,39%,Antonio Morrison,https://www.pro-football-reference.com/players/M/MorrAn01.htm,False,
2018.0,24,GNB,RILB,44.0,16.0,8.0,0,0%,299,28%,266,57%,Antonio Morrison,https://www.pro-football-reference.com/players/M/MorrAn01.htm,False,
2015.0,24,DEN,DE,98.0,9.0,0.0,0,0%,113,19%,6,2%,Darius Kilgo,https://www.pro-football-reference.com/players/K/KilgDa01.htm,False,
2016.0,25,DEN,DE,98.0,9.0,0.0,0,0%,81,13%,5,2%,Darius Kilgo,https://www.pro-football-reference.com/players/K/KilgDa01.htm,False,
2018.0,27,TEN,DE,97.0,11.0,0.0,0,0%,131,18%,43,15%,Darius Kilgo,https://www.pro-football-reference.com/players/K/KilgDa01.htm,False,
2016.0,26,DAL,T,63.0,13.0,1.0,76,9%,0,0%,61,17%,Emmett Cleary,https://www.pro-football-reference.com/players/C/CleaEm01.htm,False,
2017.0,27,DET,T,77.0,7.0,1.0,60,13%,0,0%,51,24%,Emmett Cleary,https://www.pro-football-reference.com/players/C/CleaEm01.htm,False,
2013.0,23,SFO,DB,40.0,13.0,0.0,0,0%,7,1%,156,41%,Darryl Morris,https://www.pro-football-reference.com/players/M/MorrDa01.htm,False,
2014.0,24,HOU,DB,26.0,11.0,1.0,0,0%,259,34%,117,37%,Darryl Morris,https://www.pro-football-reference.com/players/M/MorrDa01.htm,False,
2015.0,25,HOU,DB,21.0,12.0,0.0,0,0%,89,11%,135,38%,Darryl Morris,https://www.pro-football-reference.com/players/M/MorrDa01.htm,False,
2016.0,26,IND,DB,35.0,12.0,2.0,0,0%,360,46%,106,31%,Darryl Morris,https://www.pro-football-reference.com/players/M/MorrDa01.htm,False,
2017.0,27,NYG,DB,23.0,5.0,0.0,0,0%,113,35%,43,30%,Darryl Morris,https://www.pro-football-reference.com/players/M/MorrDa01.htm,False,
2018.0,23,NYG,TE,89.0,4.0,0.0,14,5%,0,0%,2,2%,Garrett Dickerson,https://www.pro-football-reference.com/players/D/DickGa00.htm,False,
2019.0,24,NYG,TE,89.0,4.0,0.0,10,4%,0,0%,12,12%,Garrett Dickerson,https://www.pro-football-reference.com/players/D/DickGa00.htm,False,
2021.0,22,MIN,G,51.0,6.0,0.0,0,0%,0,0%,28,15%,Wyatt Davis,https://www.pro-football-reference.com/players/D/DaviWy00.htm,False,
2022.0,23,3TM,G,,3.0,0.0,29,,0,,0,,Wyatt Davis,https://www.pro-football-reference.com/players/D/DaviWy00.htm,False,
2021.0,23,HOU,C,79.0,5.0,4.0,258,81%,0,0%,6,5%,Jimmy Morrissey,https://www.pro-football-reference.com/players/M/MorrJi00.htm,False,
2022.0,24,HOU,C,79.0,8.0,0.0,57,12%,0,0%,13,6%,Jimmy Morrissey,https://www.pro-football-reference.com/players/M/MorrJi00.htm,False,
2023.0,25,HOU,C,79.0,1.0,0.0,3,4%,0,0%,6,24%,Jimmy Morrissey,https://www.pro-football-reference.com/players/M/MorrJi00.htm,False,
2016.0,23,CLE,DE,91.0,11.0,0.0,0,0%,124,16%,51,17%,Tyrone Holmes,https://www.pro-football-reference.com/players/H/HolmTy01.htm,False,
2017.0,24,CLE,DE,91.0,4.0,0.0,0,0%,36,14%,17,18%,Tyrone Holmes,https://www.pro-football-reference.com/players/H/HolmTy01.htm,False,
2013.0,22,IND,TE,86.0,1.0,0.0,14,23%,0,0%,0,0%,Justice Cunningham,https://www.pro-football-reference.com/players/C/CunnJu00.htm,False,
2015.0,24,STL,TE,48.0,2.0,0.0,11,9%,0,0%,9,15%,Justice Cunningham,https://www.pro-football-reference.com/players/C/CunnJu00.htm,False,
2018.0,24,NOR,WR,18.0,8.0,1.0,225,44%,0,0%,43,22%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2019.0,25,NOR,WR,18.0,1.0,0.0,12,18%,0,0%,5,17%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2020.0,26,CAR,WR,18.0,1.0,0.0,35,52%,0,0%,5,19%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2021.0,27,CAR,WR,18.0,3.0,0.0,74,35%,0,0%,17,21%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2022.0,28,NOR,WR,18.0,5.0,1.0,153,46%,0,0%,28,21%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2023.0,29,NOR,WR,18.0,13.0,4.0,236,26%,0,0%,89,26%,Keith Kirkwood,https://www.pro-football-reference.com/players/K/KirkKe00.htm,False,
2016.0,23,CLE,SS,30.0,12.0,5.0,0,0%,537,64%,186,56%,Derrick Kindred,https://www.pro-football-reference.com/players/K/KindDe00.htm,False,
2017.0,24,CLE,FS,26.0,14.0,10.0,0,0%,690,73%,141,37%,Derrick Kindred,https://www.pro-football-reference.com/players/K/KindDe00.htm,False,
2018.0,25,CLE,DB,26.0,16.0,2.0,0,0%,497,42%,304,65%,Derrick Kindred,https://www.pro-football-reference.com/players/K/KindDe00.htm,False,
2012.0,28,NYJ,WR,10.0,4.0,4.0,188,73%,0,0%,0,0%,Santonio Holmes,https://www.pro-football-reference.com/players/H/HolmSa00.htm,False,
2013.0,29,NYJ,WR,10.0,11.0,11.0,500,69%,0,0%,0,0%,Santonio Holmes,https://www.pro-football-reference.com/players/H/HolmSa00.htm,False,
2014.0,30,CHI,WR,14.0,9.0,2.0,249,41%,0,0%,22,9%,Santonio Holmes,https://www.pro-football-reference.com/players/H/HolmSa00.htm,False,
2022.0,24,MIN,TE,34.0,10.0,0.0,0,0%,0,0%,108,35%,Nick Muse,https://www.pro-football-reference.com/players/M/MuseNi00.htm,False,
2023.0,25,MIN,TE,34.0,2.0,0.0,2,2%,0,0%,29,56%,Nick Muse,https://www.pro-football-reference.com/players/M/MuseNi00.htm,False,
2024.0,26,MIN,TE,34.0,2.0,0.0,3,3%,0,0%,19,40%,Nick Muse,https://www.pro-football-reference.com/players/M/MuseNi00.htm,False,
2012.0,27,MIA,SS,30.0,16.0,16.0,0,0%,1097,98%,177,40%,Chris Clemons,https://www.pro-football-reference.com/players/C/ClemCh97.htm,False,
2013.0,28,MIA,SS,30.0,16.0,16.0,0,0%,1137,99%,173,37%,Chris Clemons,https://www.pro-football-reference.com/players/C/ClemCh97.htm,False,
2014.0,29,ARI,DB,29.0,1.0,0.0,0,0%,0,0%,16,53%,Chris Clemons,https://www.pro-football-reference.com/players/C/ClemCh97.htm,False,
2015.0,30,ARI,DB,29.0,7.0,0.0,0,0%,49,10%,110,53%,Chris Clemons,https://www.pro-football-reference.com/players/C/ClemCh97.htm,False,
2013.0,23,DAL,DT,90.0,1.0,0.0,0,0%,20,24%,0,0%,Everett Dawkins,https://www.pro-football-reference.com/players/D/DawkEv00.htm,False,
2012.0,24,PHI,DE,75.0,6.0,0.0,0,0%,88,22%,25,15%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2013.0,25,PHI,DE,75.0,14.0,0.0,0,0%,317,30%,6,1%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2014.0,26,PHI,DE,75.0,16.0,0.0,0,0%,377,32%,1,0%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2015.0,27,PHI,DE,75.0,16.0,0.0,0,0%,429,35%,87,17%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2016.0,28,PHI,DE,75.0,16.0,0.0,0,0%,436,43%,68,16%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2017.0,29,PHI,LDE,75.0,16.0,16.0,0,0%,576,56%,64,14%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2018.0,30,TAM,LDE,97.0,12.0,7.0,0,0%,445,56%,50,15%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2019.0,31,PHI,DE,75.0,16.0,2.0,0,0%,393,39%,71,16%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2020.0,32,PHI,DE,75.0,11.0,3.0,0,0%,310,42%,54,18%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2022.0,34,NYJ,DE,99.0,11.0,0.0,0,0%,185,25%,55,19%,Vinny Curry,https://www.pro-football-reference.com/players/C/CurrVi00.htm,False,
2023.0,24,SEA,G,66.0,1.0,0.0,0,0%,0,0%,4,17%,McClendon Curtis,https://www.pro-football-reference.com/players/C/CurtMc00.htm,False,
2024.0,25,SEA,OT,66.0,1.0,0.0,0,0%,0,0%,5,16%,McClendon Curtis,https://www.pro-football-reference.com/players/C/CurtMc00.htm,False,
2012.0,28,GNB,K,2.0,16.0,0.0,0,0%,0,0%,175,37%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2013.0,29,GNB,K,2.0,16.0,0.0,0,0%,0,0%,137,28%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2014.0,30,GNB,K,2.0,16.0,0.0,0,0%,0,0%,193,43%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2015.0,31,GNB,K,2.0,16.0,0.0,0,0%,0,0%,146,32%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2016.0,32,GNB,K,2.0,16.0,0.0,0,0%,0,0%,167,38%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2017.0,33,GNB,K,2.0,16.0,0.0,0,0%,0,0%,124,29%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2018.0,34,GNB,K,2.0,16.0,0.0,0,0%,0,0%,157,33%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2019.0,35,GNB,K,2.0,16.0,0.0,0,0%,0,0%,147,34%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2020.0,36,GNB,K,2.0,16.0,0.0,0,0%,0,0%,163,38%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2021.0,37,GNB,K,2.0,17.0,0.0,0,0%,0,0%,180,42%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2022.0,38,GNB,K,2.0,17.0,0.0,0,0%,0,0%,142,33%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2023.0,39,NYG,K,21.0,3.0,0.0,0,0%,0,0%,31,37%,Mason Crosby,https://www.pro-football-reference.com/players/C/CrosMa20.htm,False,
2019.0,24,TAM,DE,41.0,2.0,0.0,0,0%,3,2%,8,14%,Kahzin Daniels,https://www.pro-football-reference.com/players/D/DaniKa00.htm,False,
2012.0,24,WAS,LOLB,91.0,16.0,16.0,0,0%,1065,99%,68,15%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2013.0,25,WAS,LOLB,91.0,16.0,16.0,0,0%,974,95%,88,19%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2014.0,26,WAS,LOLB,91.0,16.0,16.0,0,0%,978,95%,77,17%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2015.0,27,WAS,ROLB,91.0,16.0,16.0,0,0%,889,84%,59,13%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2016.0,28,WAS,ROLB,91.0,16.0,16.0,0,0%,786,72%,70,16%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2017.0,29,WAS,ROLB,91.0,16.0,16.0,0,0%,820,75%,89,19%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2018.0,30,WAS,ROLB,91.0,16.0,16.0,0,0%,819,79%,65,16%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2019.0,31,WAS,ROLB,91.0,12.0,12.0,0,0%,642,77%,0,0%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2020.0,32,WAS,DE,91.0,16.0,1.0,0,0%,397,38%,94,22%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2021.0,33,PHI,DE,90.0,16.0,2.0,0,0%,330,31%,0,0%,Ryan Kerrigan,https://www.pro-football-reference.com/players/K/KerrRy00.htm,False,
2022.0,25,NWE,G,62.0,1.0,0.0,0,0%,0,0%,3,13%,Bill Murray,https://www.pro-football-reference.com/players/M/MurrBi00.htm,False,
2023.0,21,CIN,DE,99.0,17.0,0.0,0,0%,305,28%,88,19%,Myles Murphy,https://www.pro-football-reference.com/players/M/MurpMy00.htm,False,
2018.0,25,OAK,T,71.0,2.0,0.0,50,44%,0,0%,5,11%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2019.0,26,ARI,RT,71.0,14.0,12.0,845,91%,0,0%,65,16%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2020.0,27,ARI,RG,71.0,13.0,7.0,603,66%,0,0%,57,16%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2021.0,28,ARI,T,71.0,3.0,1.0,90,46%,0,0%,14,15%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2022.0,29,BUF,T,67.0,5.0,0.0,1,0%,0,0%,22,18%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2023.0,30,TEN,T,73.0,4.0,0.0,0,0%,0,0%,15,16%,Justin Murray,https://www.pro-football-reference.com/players/M/MurrJu00.htm,False,
2017.0,24,CLE,DB,28.0,1.0,0.0,0,0%,0,0%,7,29%,Darius Hillary,https://www.pro-football-reference.com/players/H/HillDa02.htm,False,
2016.0,26,OAK,WR,16.0,15.0,0.0,51,5%,0,0%,137,31%,Johnny Holton,https://www.pro-football-reference.com/players/H/HoltJo00.htm,False,
2017.0,27,OAK,WR,16.0,16.0,1.0,230,23%,0,0%,187,44%,Johnny Holton,https://www.pro-football-reference.com/players/H/HoltJo00.htm,False,
2018.0,28,OAK,WR,16.0,1.0,0.0,5,9%,0,0%,5,18%,Johnny Holton,https://www.pro-football-reference.com/players/H/HoltJo00.htm,False,
2019.0,29,PIT,WR,80.0,16.0,3.0,266,27%,0,0%,283,67%,Johnny Holton,https://www.pro-football-reference.com/players/H/HoltJo00.htm,False,
2020.0,30,NYG,WR,80.0,1.0,0.0,0,0%,0,0%,13,57%,Johnny Holton,https://www.pro-football-reference.com/players/H/HoltJo00.htm,False,
2021.0,25,LAR,WR,17.0,5.0,0.0,0,0%,0,0%,47,35%,J.J. Koski,https://www.pro-football-reference.com/players/K/KoskJJ00.htm,False,
2012.0,25,NYG,T,63.0,16.0,0.0,48,5%,0,0%,158,36%,Jim Cordle,https://www.pro-football-reference.com/players/C/CordJi00.htm,False,
2013.0,26,NYG,C,63.0,11.0,7.0,482,66%,0,0%,54,17%,Jim Cordle,https://www.pro-football-reference.com/players/C/CordJi00.htm,False,
2017.0,23,KAN,DE,92.0,16.0,1.0,0,0%,158,14%,105,23%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2018.0,24,KAN,DE,92.0,13.0,0.0,0,0%,115,12%,111,29%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2019.0,25,KAN,LDE,92.0,16.0,8.0,0,0%,691,63%,84,20%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2020.0,26,KAN,LDE,92.0,16.0,15.0,0,0%,718,67%,88,20%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2021.0,27,NOR,RDE,90.0,8.0,5.0,0,0%,220,43%,32,15%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2022.0,28,NOR,DE,90.0,15.0,5.0,0,0%,356,36%,58,15%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2023.0,29,NOR,DE,92.0,17.0,0.0,0,0%,405,37%,67,14%,Tanoh Kpassagnon,https://www.pro-football-reference.com/players/K/KpasTa00.htm,False,
2022.0,23,HOU,T,76.0,5.0,0.0,0,0%,0,0%,27,21%,Austin Deculus,https://www.pro-football-reference.com/players/D/DecuAu00.htm,False,
2023.0,24,HOU,T,76.0,7.0,1.0,39,8%,0,0%,31,16%,Austin Deculus,https://www.pro-football-reference.com/players/D/DecuAu00.htm,False,
2012.0,23,CIN,DB,27.0,5.0,0.0,0,0%,42,13%,64,46%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2013.0,24,CIN,DB,27.0,14.0,3.0,0,0%,302,33%,177,43%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2014.0,25,CIN,DB,27.0,16.0,2.0,0,0%,243,22%,224,49%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2015.0,26,CIN,LCB,27.0,16.0,15.0,0,0%,1048,97%,78,18%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2016.0,27,CIN,LCB,27.0,15.0,14.0,0,0%,974,94%,0,0%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2017.0,28,CIN,LCB,27.0,14.0,14.0,0,0%,868,86%,0,0%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2018.0,29,CIN,LCB,27.0,13.0,13.0,0,0%,774,82%,0,0%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
2019.0,30,CIN,LCB,27.0,6.0,6.0,0,0%,335,82%,0,0%,Dre Kirkpatrick,https://www.pro-football-reference.com/players/K/KirkDr00.htm,False,
