coach_name,coach_link,team_link,home_away,boxscore_id,date,coach_id,team_id,season
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2020.htm,away,202101030nyg,2021-01-03,McCaMi0,dal,2020
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2020.htm,home,202101030nyg,2021-01-03,JudgJo0,nyg,2020
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2020.htm,away,202101030phi,2021-01-03,RiveRo0,was,2020
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2020.htm,home,202101030phi,2021-01-03,PedeDo0,phi,2020
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2020.htm,away,202101030ram,2021-01-03,KingKl0,crd,2020
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2020.htm,home,202101030ram,2021-01-03,McVaSe0,ram,2020
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2020.htm,away,202101030sfo,2021-01-03,CarrPe0,sea,2020
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2020.htm,home,202101030sfo,2021-01-03,ShanKy0,sfo,2020
Raheem Morris,/coaches/MorrRa0.htm,/teams/atl/2020.htm,away,202101030tam,2021-01-03,MorrRa0,atl,2020
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2020.htm,home,202101030tam,2021-01-03,AriaBr0,tam,2020
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2020.htm,away,202101090buf,2021-01-09,ReicFr0,clt,2020
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2020.htm,home,202101090buf,2021-01-09,McDeSe0,buf,2020
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2020.htm,away,202101090sea,2021-01-09,McVaSe0,ram,2020
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2020.htm,home,202101090sea,2021-01-09,CarrPe0,sea,2020
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2020.htm,away,202101090was,2021-01-09,AriaBr0,tam,2020
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2020.htm,home,202101090was,2021-01-09,RiveRo0,was,2020
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2020.htm,away,202101100nor,2021-01-10,NagyMa0,chi,2020
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2020.htm,home,202101100nor,2021-01-10,PaytSe0,nor,2020
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2020.htm,away,202101100oti,2021-01-10,HarbJo0,rav,2020
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2020.htm,home,202101100oti,2021-01-10,VrabMi0,oti,2020
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2020.htm,away,202101100pit,2021-01-10,StefKe0,cle,2020
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2020.htm,home,202101100pit,2021-01-10,TomlMi0,pit,2020
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2020.htm,away,202101160buf,2021-01-16,HarbJo0,rav,2020
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2020.htm,home,202101160buf,2021-01-16,McDeSe0,buf,2020
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2020.htm,away,202101160gnb,2021-01-16,McVaSe0,ram,2020
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2020.htm,home,202101160gnb,2021-01-16,LaFlMa0,gnb,2020
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2020.htm,away,202101170kan,2021-01-17,StefKe0,cle,2020
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2020.htm,home,202101170kan,2021-01-17,ReidAn0,kan,2020
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2020.htm,away,202101170nor,2021-01-17,AriaBr0,tam,2020
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2020.htm,home,202101170nor,2021-01-17,PaytSe0,nor,2020
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2020.htm,away,202101240gnb,2021-01-24,AriaBr0,tam,2020
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2020.htm,home,202101240gnb,2021-01-24,LaFlMa0,gnb,2020
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2020.htm,away,202101240kan,2021-01-24,McDeSe0,buf,2020
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2020.htm,home,202101240kan,2021-01-24,ReidAn0,kan,2020
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2020.htm,away,202102070tam,2021-02-07,ReidAn0,kan,2020
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2020.htm,home,202102070tam,2021-02-07,AriaBr0,tam,2020
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,away,202109090tam,2021-09-09,McCaMi0,dal,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,home,202109090tam,2021-09-09,AriaBr0,tam,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,away,202109120atl,2021-09-12,SiriNi0,phi,2021
Arthur Smith,/coaches/SmitAr0.htm,/teams/atl/2021.htm,home,202109120atl,2021-09-12,SmitAr0,atl,2021
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2021.htm,away,202109120buf,2021-09-12,TomlMi0,pit,2021
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2021.htm,home,202109120buf,2021-09-12,McDeSe0,buf,2021
Robert Saleh,/coaches/SaleRo0.htm,/teams/nyj/2021.htm,away,202109120car,2021-09-12,SaleRo0,nyj,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,home,202109120car,2021-09-12,RhulMa0,car,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,away,202109120cin,2021-09-12,ZimmMi0,min,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,home,202109120cin,2021-09-12,TaylZa0,cin,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,away,202109120clt,2021-09-12,CarrPe0,sea,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,home,202109120clt,2021-09-12,ReicFr0,clt,2021
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2021.htm,away,202109120det,2021-09-12,ShanKy0,sfo,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,home,202109120det,2021-09-12,CampDa1,det,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,away,202109120htx,2021-09-12,MeyeUr0,jax,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,home,202109120htx,2021-09-12,CullDa0,htx,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,away,202109120kan,2021-09-12,StefKe0,cle,2021
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2021.htm,home,202109120kan,2021-09-12,ReidAn0,kan,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,away,202109120nor,2021-09-12,LaFlMa0,gnb,2021
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2021.htm,home,202109120nor,2021-09-12,PaytSe0,nor,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,away,202109120nwe,2021-09-12,FlorBr0,mia,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,home,202109120nwe,2021-09-12,BeliBi0,nwe,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,away,202109120nyg,2021-09-12,FangVi0,den,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,home,202109120nyg,2021-09-12,JudgJo0,nyg,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,away,202109120oti,2021-09-12,KingKl0,crd,2021
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2021.htm,home,202109120oti,2021-09-12,VrabMi0,oti,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,away,202109120ram,2021-09-12,NagyMa0,chi,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,home,202109120ram,2021-09-12,McVaSe0,ram,2021
Brandon Staley,/coaches/StalBr0.htm,/teams/sdg/2021.htm,away,202109120was,2021-09-12,StalBr0,sdg,2021
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2021.htm,home,202109120was,2021-09-12,RiveRo0,was,2021
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2021.htm,away,202109130rai,2021-09-13,HarbJo0,rav,2021
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2021.htm,home,202109130rai,2021-09-13,GrudJo0,rai,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,away,202109160was,2021-09-16,JudgJo0,nyg,2021
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2021.htm,home,202109160was,2021-09-16,RiveRo0,was,2021
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2021.htm,away,202109190car,2021-09-19,PaytSe0,nor,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,home,202109190car,2021-09-19,RhulMa0,car,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,away,202109190chi,2021-09-19,TaylZa0,cin,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,home,202109190chi,2021-09-19,NagyMa0,chi,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,away,202109190cle,2021-09-19,CullDa0,htx,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,home,202109190cle,2021-09-19,StefKe0,cle,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,away,202109190clt,2021-09-19,McVaSe0,ram,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,home,202109190clt,2021-09-19,ReicFr0,clt,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,away,202109190crd,2021-09-19,ZimmMi0,min,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,home,202109190crd,2021-09-19,KingKl0,crd,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,away,202109190jax,2021-09-19,FangVi0,den,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,home,202109190jax,2021-09-19,MeyeUr0,jax,2021
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2021.htm,away,202109190mia,2021-09-19,McDeSe0,buf,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,home,202109190mia,2021-09-19,FlorBr0,mia,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,away,202109190nyj,2021-09-19,BeliBi0,nwe,2021
Robert Saleh,/coaches/SaleRo0.htm,/teams/nyj/2021.htm,home,202109190nyj,2021-09-19,SaleRo0,nyj,2021
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2021.htm,away,202109190phi,2021-09-19,ShanKy0,sfo,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,home,202109190phi,2021-09-19,SiriNi0,phi,2021
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2021.htm,away,202109190pit,2021-09-19,GrudJo0,rai,2021
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2021.htm,home,202109190pit,2021-09-19,TomlMi0,pit,2021
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2021.htm,away,202109190rav,2021-09-19,ReidAn0,kan,2021
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2021.htm,home,202109190rav,2021-09-19,HarbJo0,rav,2021
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,away,202109190sdg,2021-09-19,McCaMi0,dal,2021
Brandon Staley,/coaches/StalBr0.htm,/teams/sdg/2021.htm,home,202109190sdg,2021-09-19,StalBr0,sdg,2021
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2021.htm,away,202109190sea,2021-09-19,VrabMi0,oti,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,home,202109190sea,2021-09-19,CarrPe0,sea,2021
Arthur Smith,/coaches/SmitAr0.htm,/teams/atl/2021.htm,away,202109190tam,2021-09-19,SmitAr0,atl,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,home,202109190tam,2021-09-19,AriaBr0,tam,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,away,202109200gnb,2021-09-20,CampDa1,det,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,home,202109200gnb,2021-09-20,LaFlMa0,gnb,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,away,202109230htx,2021-09-23,RhulMa0,car,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,home,202109230htx,2021-09-23,CullDa0,htx,2021
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2021.htm,away,202109260buf,2021-09-26,RiveRo0,was,2021
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2021.htm,home,202109260buf,2021-09-26,McDeSe0,buf,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,away,202109260cle,2021-09-26,NagyMa0,chi,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,home,202109260cle,2021-09-26,StefKe0,cle,2021
Robert Saleh,/coaches/SaleRo0.htm,/teams/nyj/2021.htm,away,202109260den,2021-09-26,SaleRo0,nyj,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,home,202109260den,2021-09-26,FangVi0,den,2021
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2021.htm,away,202109260det,2021-09-26,HarbJo0,rav,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,home,202109260det,2021-09-26,CampDa1,det,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,away,202109260jax,2021-09-26,KingKl0,crd,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,home,202109260jax,2021-09-26,MeyeUr0,jax,2021
Brandon Staley,/coaches/StalBr0.htm,/teams/sdg/2021.htm,away,202109260kan,2021-09-26,StalBr0,sdg,2021
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2021.htm,home,202109260kan,2021-09-26,ReidAn0,kan,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,away,202109260min,2021-09-26,CarrPe0,sea,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,home,202109260min,2021-09-26,ZimmMi0,min,2021
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2021.htm,away,202109260nwe,2021-09-26,PaytSe0,nor,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,home,202109260nwe,2021-09-26,BeliBi0,nwe,2021
Arthur Smith,/coaches/SmitAr0.htm,/teams/atl/2021.htm,away,202109260nyg,2021-09-26,SmitAr0,atl,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,home,202109260nyg,2021-09-26,JudgJo0,nyg,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,away,202109260oti,2021-09-26,ReicFr0,clt,2021
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2021.htm,home,202109260oti,2021-09-26,VrabMi0,oti,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,away,202109260pit,2021-09-26,TaylZa0,cin,2021
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2021.htm,home,202109260pit,2021-09-26,TomlMi0,pit,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,away,202109260rai,2021-09-26,FlorBr0,mia,2021
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2021.htm,home,202109260rai,2021-09-26,GrudJo0,rai,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,away,202109260ram,2021-09-26,AriaBr0,tam,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,home,202109260ram,2021-09-26,McVaSe0,ram,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,away,202109260sfo,2021-09-26,LaFlMa0,gnb,2021
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2021.htm,home,202109260sfo,2021-09-26,ShanKy0,sfo,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,away,202109270dal,2021-09-27,SiriNi0,phi,2021
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,home,202109270dal,2021-09-27,McCaMi0,dal,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,away,202109300cin,2021-09-30,MeyeUr0,jax,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,home,202109300cin,2021-09-30,TaylZa0,cin,2021
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2021.htm,away,202110030atl,2021-10-03,RiveRo0,was,2021
Arthur Smith,/coaches/SmitAr0.htm,/teams/atl/2021.htm,home,202110030atl,2021-10-03,SmitAr0,atl,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,away,202110030buf,2021-10-03,CullDa0,htx,2021
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2021.htm,home,202110030buf,2021-10-03,McDeSe0,buf,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,away,202110030chi,2021-10-03,CampDa1,det,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,home,202110030chi,2021-10-03,NagyMa0,chi,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,away,202110030dal,2021-10-03,RhulMa0,car,2021
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,home,202110030dal,2021-10-03,McCaMi0,dal,2021
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2021.htm,away,202110030den,2021-10-03,HarbJo0,rav,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,home,202110030den,2021-10-03,FangVi0,den,2021
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2021.htm,away,202110030gnb,2021-10-03,TomlMi0,pit,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,home,202110030gnb,2021-10-03,LaFlMa0,gnb,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,away,202110030mia,2021-10-03,ReicFr0,clt,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,home,202110030mia,2021-10-03,FlorBr0,mia,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,away,202110030min,2021-10-03,StefKe0,cle,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,home,202110030min,2021-10-03,ZimmMi0,min,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,away,202110030nor,2021-10-03,JudgJo0,nyg,2021
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2021.htm,home,202110030nor,2021-10-03,PaytSe0,nor,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,away,202110030nwe,2021-10-03,AriaBr0,tam,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,home,202110030nwe,2021-10-03,BeliBi0,nwe,2021
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2021.htm,away,202110030nyj,2021-10-03,VrabMi0,oti,2021
Robert Saleh,/coaches/SaleRo0.htm,/teams/nyj/2021.htm,home,202110030nyj,2021-10-03,SaleRo0,nyj,2021
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2021.htm,away,202110030phi,2021-10-03,ReidAn0,kan,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,home,202110030phi,2021-10-03,SiriNi0,phi,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,away,202110030ram,2021-10-03,KingKl0,crd,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,home,202110030ram,2021-10-03,McVaSe0,ram,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,away,202110030sfo,2021-10-03,CarrPe0,sea,2021
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2021.htm,home,202110030sfo,2021-10-03,ShanKy0,sfo,2021
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2021.htm,away,202110040sdg,2021-10-04,GrudJo0,rai,2021
Brandon Staley,/coaches/StalBr0.htm,/teams/sdg/2021.htm,home,202110040sdg,2021-10-04,StalBr0,sdg,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,away,202110070sea,2021-10-07,McVaSe0,ram,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,home,202110070sea,2021-10-07,CarrPe0,sea,2021
Robert Saleh,/coaches/SaleRo0.htm,/teams/nyj/2021.htm,away,202110100atl,2021-10-10,SaleRo0,nyj,2021
Arthur Smith,/coaches/SmitAr0.htm,/teams/atl/2021.htm,home,202110100atl,2021-10-10,SmitAr0,atl,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,away,202110100car,2021-10-10,SiriNi0,phi,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,home,202110100car,2021-10-10,RhulMa0,car,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,away,202110100cin,2021-10-10,LaFlMa0,gnb,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,home,202110100cin,2021-10-10,TaylZa0,cin,2021
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2021.htm,away,202110100crd,2021-10-10,ShanKy0,sfo,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,home,202110100crd,2021-10-10,KingKl0,crd,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,away,202110100dal,2021-10-10,JudgJo0,nyg,2021
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,home,202110100dal,2021-10-10,McCaMi0,dal,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,away,202110100htx,2021-10-10,BeliBi0,nwe,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,home,202110100htx,2021-10-10,CullDa0,htx,2021
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2021.htm,away,202110100jax,2021-10-10,VrabMi0,oti,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,home,202110100jax,2021-10-10,MeyeUr0,jax,2021
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2021.htm,away,202110100kan,2021-10-10,McDeSe0,buf,2021
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2021.htm,home,202110100kan,2021-10-10,ReidAn0,kan,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,away,202110100min,2021-10-10,CampDa1,det,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,home,202110100min,2021-10-10,ZimmMi0,min,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,away,202110100pit,2021-10-10,FangVi0,den,2021
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2021.htm,home,202110100pit,2021-10-10,TomlMi0,pit,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,away,202110100rai,2021-10-10,NagyMa0,chi,2021
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2021.htm,home,202110100rai,2021-10-10,GrudJo0,rai,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,away,202110100sdg,2021-10-10,StefKe0,cle,2021
Brandon Staley,/coaches/StalBr0.htm,/teams/sdg/2021.htm,home,202110100sdg,2021-10-10,StalBr0,sdg,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,away,202110100tam,2021-10-10,FlorBr0,mia,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,home,202110100tam,2021-10-10,AriaBr0,tam,2021
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2021.htm,away,202110100was,2021-10-10,PaytSe0,nor,2021
Ron Rivera,/coaches/RiveRo0.htm,/teams/was/2021.htm,home,202110100was,2021-10-10,RiveRo0,was,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,away,202110110rav,2021-10-11,ReicFr0,clt,2021
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2021.htm,home,202110110rav,2021-10-11,HarbJo0,rav,2021
Bruce Arians,/coaches/AriaBr0.htm,/teams/tam/2021.htm,away,202110140phi,2021-10-14,AriaBr0,tam,2021
Nick Sirianni,/coaches/SiriNi0.htm,/teams/phi/2021.htm,home,202110140phi,2021-10-14,SiriNi0,phi,2021
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2021.htm,away,202110170car,2021-10-17,ZimmMi0,min,2021
Matt Rhule,/coaches/RhulMa0.htm,/teams/car/2021.htm,home,202110170car,2021-10-17,RhulMa0,car,2021
Matt LaFleur,/coaches/LaFlMa0.htm,/teams/gnb/2021.htm,away,202110170chi,2021-10-17,LaFlMa0,gnb,2021
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2021.htm,home,202110170chi,2021-10-17,NagyMa0,chi,2021
Kliff Kingsbury,/coaches/KingKl0.htm,/teams/crd/2021.htm,away,202110170cle,2021-10-17,KingKl0,crd,2021
Kevin Stefanski,/coaches/StefKe0.htm,/teams/cle/2021.htm,home,202110170cle,2021-10-17,StefKe0,cle,2021
David Culley,/coaches/CullDa0.htm,/teams/htx/2021.htm,away,202110170clt,2021-10-17,CullDa0,htx,2021
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2021.htm,home,202110170clt,2021-10-17,ReicFr0,clt,2021
Rich Bisaccia,/coaches/BisaRi0.htm,/teams/rai/2021.htm,away,202110170den,2021-10-17,BisaRi0,rai,2021
Vic Fangio,/coaches/FangVi0.htm,/teams/den/2021.htm,home,202110170den,2021-10-17,FangVi0,den,2021
Zac Taylor,/coaches/TaylZa0.htm,/teams/cin/2021.htm,away,202110170det,2021-10-17,TaylZa0,cin,2021
Dan Campbell,/coaches/CampDa1.htm,/teams/det/2021.htm,home,202110170det,2021-10-17,CampDa1,det,2021
Brian Flores,/coaches/FlorBr0.htm,/teams/mia/2021.htm,away,202110170jax,2021-10-17,FlorBr0,mia,2021
Urban Meyer,/coaches/MeyeUr0.htm,/teams/jax/2021.htm,home,202110170jax,2021-10-17,MeyeUr0,jax,2021
Mike McCarthy,/coaches/McCaMi0.htm,/teams/dal/2021.htm,away,202110170nwe,2021-10-17,McCaMi0,dal,2021
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2021.htm,home,202110170nwe,2021-10-17,BeliBi0,nwe,2021
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2021.htm,away,202110170nyg,2021-10-17,McVaSe0,ram,2021
Joe Judge,/coaches/JudgJo0.htm,/teams/nyg/2021.htm,home,202110170nyg,2021-10-17,JudgJo0,nyg,2021
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2021.htm,away,202110170pit,2021-10-17,CarrPe0,sea,2021
