player_id,season,AV,table
AdenHa00,2020,3.0,['games_played']
AdenHa00,2021,4.0,['games_played']
AdenHa00,2022,2.0,['games_played']
AdenHa00,2023,0.0,['games_played']
AdenOl00,2018,0.0,['defense']
AdenOl00,2019,1.0,['defense']
AdenOl00,2020,2.0,['defense']
AdenOl00,2021,1.0,['defense']
AdenOl00,2022,1.0,['defense']
AdeoAa00,2020,0.0,['games_played']
AdjeJu00,2015,2.0,"['defense', 'snap_counts']"
AdjeJu00,2016,1.0,"['defense', 'snap_counts']"
AdkiNa00,2023,0.0,['receiving_and_rushing']
AdomCa00,2022,1.0,"['defense', 'snap_counts']"
AdomCa00,2023,1.0,"['defense', 'snap_counts']"
AdonDa00,2013,0.0,['returns']
AdonDa00,2015,0.0,['returns']
AghoNe00,2015,2.0,['receiving_and_rushing']
AghoNe00,2016,3.0,['receiving_and_rushing']
AghoNe00,2017,7.0,['receiving_and_rushing']
AghoNe00,2018,6.0,['receiving_and_rushing']
AghoNe00,2019,3.0,['receiving_and_rushing']
AghoNe00,2020,8.0,['receiving_and_rushing']
AghoNe00,2021,5.0,['receiving_and_rushing']
AghoNe00,2022,3.0,['receiving_and_rushing']
AghoNe00,2023,4.0,['receiving_and_rushing']
AgimMc00,2020,1.0,['defense']
AgimMc00,2021,1.0,['defense']
AgimMc00,2023,0.0,['defense']
AgneJa00,2018,1.0,['returns']
AgneJa00,2019,3.0,['returns']
AgneJa00,2020,2.0,['returns']
AgneJa00,2021,3.0,['returns']
AgneJa00,2023,2.0,['returns']
AgneRa00,2014,0.0,"['receiving_and_rushing', 'snap_counts']"
AguaRo00,2016,0.0,"['kicking', 'scoring']"
AhmeRa00,2022,0.0,"['kicking', 'snap_counts']"
AhmeSa01,2020,2.0,['rushing_and_receiving']
AhmeSa01,2021,2.0,['rushing_and_receiving']
AhmeSa01,2022,0.0,['rushing_and_receiving']
AhmeSa01,2023,1.0,['rushing_and_receiving']
AikeDa00,2011,1.0,['defense']
AikeDa00,2012,1.0,"['defense', 'snap_counts']"
AikeDa00,2013,1.0,"['defense', 'snap_counts']"
AikeDa00,2014,1.0,"['defense', 'snap_counts']"
AikeDa00,2015,0.0,"['defense', 'snap_counts']"
AikeKa00,2011,0.0,['receiving_and_rushing']
AikeKa00,2012,0.0,['receiving_and_rushing']
AikeKa00,2014,3.0,['receiving_and_rushing']
AikeKa00,2015,6.0,['receiving_and_rushing']
AikeKa00,2016,2.0,['receiving_and_rushing']
AikeKa00,2017,1.0,['receiving_and_rushing']
AikeKa00,2018,0.0,['receiving_and_rushing']
AikeWa00,2014,1.0,['defense']
AikeWa00,2015,2.0,['defense']
AikeWa00,2016,1.0,['defense']
AikeWa00,2017,1.0,['defense']
AikeWa00,2018,1.0,['defense']
AikeWa00,2019,1.0,['defense']
AiyeVi00,2013,0.0,"['defense', 'snap_counts']"
AiyuBr00,2020,6.0,['receiving_and_rushing']
AiyuBr00,2021,7.0,['receiving_and_rushing']
AiyuBr00,2022,11.0,['receiving_and_rushing']
AiyuBr00,2023,15.0,['receiving_and_rushing']
AjayJa00,2015,2.0,['rushing_and_receiving']
AjayJa00,2016,10.0,['rushing_and_receiving']
AjayJa00,2017,4.666666666666667,"['rushing_and_receiving', 'rushing_and_receiving', 'rushing_and_receiving']"
AjayJa00,2018,1.0,['rushing_and_receiving']
AjayJa00,2019,0.0,['rushing_and_receiving']
AjirSe00,2010,3.0,['receiving_and_rushing']
AjirSe00,2011,0.0,['receiving_and_rushing']
AjirSe00,2012,0.0,['receiving_and_rushing']
AjirSe00,2013,1.0,['receiving_and_rushing']
AjirSe00,2014,0.0,['receiving_and_rushing']
AjirSe00,2015,0.0,"['receiving_and_rushing', 'returns']"
AkerCa00,2020,4.0,['rushing_and_receiving']
AkerCa00,2021,0.0,['rushing_and_receiving']
AkerCa00,2022,6.0,['rushing_and_receiving']
AkerCa00,2023,0.6666666666666666,"['rushing_and_receiving', 'rushing_and_receiving', 'rushing_and_receiving']"
AkerLa00,2021,0.0,['snap_counts']
AkinAl00,2023,0.0,['games_played']
AkinFr01,2019,0.0,['snap_counts']
AkinFr01,2020,0.0,['snap_counts']
AkinFr01,2021,0.0,['snap_counts']
AkinJo00,2018,2.0,['receiving_and_rushing']
AkinJo00,2019,4.0,['receiving_and_rushing']
AkinJo00,2020,3.0,['receiving_and_rushing']
AkinJo00,2021,2.0,['receiving_and_rushing']
AkinJo00,2022,4.0,['receiving_and_rushing']
AkinJo00,2023,1.0,['receiving_and_rushing']
AlShAz00,2019,3.0,['defense']
AlShAz00,2020,4.0,['defense']
AlShAz00,2021,7.0,['defense']
AlShAz00,2022,5.0,['defense']
AlShAz00,2023,8.0,['defense']
AlakOt01,2020,0.0,['snap_counts']
AlbeBr20,2008,6.0,['defense']
AlbeBr20,2009,5.0,['defense']
AlbeBr20,2010,6.0,['defense']
AlbeBr20,2011,5.0,['defense']
AlbeBr20,2012,3.0,"['defense', 'snap_counts']"
AlbeBr20,2013,7.0,['defense']
AlbeBr20,2014,5.0,"['defense', 'snap_counts']"
AlbeBr20,2015,8.0,['defense']
AlbeBr20,2016,5.0,"['defense', 'snap_counts']"
AlbrBr00,2016,0.0,['games_played']
AlbrBr00,2017,0.0,['games_played']
AlexAd00,2018,1.0,['defense']
AlexD.00,2015,1.0,['defense']
AlexD.00,2016,4.0,['defense']
AlexD.00,2017,1.0,['defense']
AlexD.00,2018,1.0,['defense']
AlexD.00,2019,0.0,['defense']
AlexDo01,2016,1.0,"['defense', 'snap_counts']"
AlexDo01,2017,0.0,"['defense', 'snap_counts']"
AlexFr00,2012,3.0,"['defense', 'snap_counts']"
AlexFr00,2013,3.0,"['defense', 'snap_counts']"
AlexFr00,2014,0.0,"['defense', 'snap_counts']"
AlexJa00,2018,5.0,['defense']
AlexJa00,2019,6.0,['defense']
AlexJa00,2020,11.0,['defense']
AlexJa00,2021,1.0,['defense']
AlexJa00,2022,9.0,['defense']
AlexJa00,2023,2.0,['defense']
AlexKw00,2015,5.0,['defense']
AlexKw00,2016,9.0,['defense']
AlexKw00,2017,8.0,['defense']
AlexKw00,2018,3.0,['defense']
AlexKw00,2019,4.0,['defense']
AlexKw00,2020,4.666666666666667,"['defense', 'defense', 'defense']"
AlexKw00,2021,5.0,['defense']
AlexKw00,2022,6.0,['defense']
AlexKw00,2023,2.0,['defense']
AlexLo99,2007,1.0,['defense']
AlexLo99,2008,2.0,['defense']
AlexLo99,2009,2.0,['defense']
AlexLo99,2010,6.0,['defense']
AlexLo99,2011,1.0,['defense']
AlexLo99,2012,4.0,['defense']
AlexLo99,2013,1.0,['defense']
AlexLo99,2014,1.0,['defense']
AlexLo99,2015,1.0,['defense']
AlexLo99,2016,11.0,['defense']
AlexLo99,2017,5.0,['defense']
AlexLo99,2018,7.0,['defense']
AlexLo99,2019,6.0,['defense']
AlexMa00,2014,1.0,['defense']
AlexMa00,2015,3.0,['defense']
AlexMa00,2016,5.0,['defense']
AlexMa00,2017,1.0,['defense']
AlexMa00,2018,1.0,['defense']
AlexMa00,2019,1.0,['defense']
AlexMa01,2016,1.0,['defense']
AlexMa01,2017,1.0,['defense']
AlexMa01,2018,3.0,['defense']
AlexMa01,2019,2.0,['defense']
AlexMa01,2020,4.0,['defense']
AlexMa01,2021,2.0,['defense']
AlexMa01,2022,0.0,['defense']
AlexMa02,2022,0.0,['returns']
AlexVa00,2016,3.0,['games_played']
AlexVa00,2017,3.0,['games_played']
AlfoDe00,2022,1.0,['defense']
AlfoDe00,2023,3.0,['defense']
AlfoMa00,2015,0.0,['returns']
AlfoMa00,2016,0.0,['returns']
AlfoRo00,2013,2.0,['defense']
AlfoRo00,2014,4.0,['defense']
AlfoRo00,2015,6.0,['defense']
AlfoRo00,2016,5.0,['defense']
AlfoRo00,2017,6.0,['defense']
AlfoRo00,2018,4.0,['defense']
AlfoRo00,2021,2.0,['defense']
AlieMo00,2018,1.0,['receiving_and_rushing']
AlieMo00,2019,1.0,['receiving_and_rushing']
AlieMo00,2020,4.0,['receiving_and_rushing']
AlieMo00,2021,3.0,['receiving_and_rushing']
AlieMo00,2022,1.0,['receiving_and_rushing']
AlieMo00,2023,1.0,['receiving_and_rushing']
AlixJo00,2022,0.0,['receiving_and_rushing']
AlleAn02,2012,1.0,['defense']
AlleAn02,2013,4.0,"['defense', 'scoring']"
AlleAn02,2014,3.0,['defense']
AlleAn02,2016,1.0,['defense']
AlleBe00,2014,1.0,['defense']
AlleBe00,2015,2.0,['defense']
AlleBe00,2016,3.0,['defense']
AlleBe00,2017,3.0,['defense']
AlleBe00,2018,4.0,['defense']
AlleBe00,2019,1.0,['defense']
AlleBr00,2019,2.0,['passing']
AlleBr00,2020,2.0,['passing']
AlleBr00,2021,0.0,['passing']
AlleBr00,2022,0.0,['passing']
AlleBr01,2017,1.0,['defense']
AlleBr01,2018,0.0,['defense']
AlleBr01,2020,0.0,['defense']
AlleBr01,2021,0.0,['defense']
AlleBr02,2018,1.0,['games_played']
AlleBr02,2019,5.0,['games_played']
AlleBr02,2021,8.0,['games_played']
AlleBr02,2022,3.0,['games_played']
AlleBr02,2023,0.0,['games_played']
AlleBr04,2023,0.0,['games_played']
AlleCh02,2017,3.0,"['defense', 'snap_counts']"
AlleCh02,2018,1.0,"['defense', 'snap_counts']"
AlleCh03,2022,0.0,['games_played']
AlleCo00,2011,1.0,['defense']
AlleCo00,2012,3.0,['defense']
AlleCo00,2013,4.0,"['defense', 'scoring']"
AlleCo00,2014,3.0,['defense']
AlleCo00,2015,0.0,['defense']
AlleDa01,2019,0.0,"['defense', 'defense', 'defense']"
AlleDa01,2020,1.0,['defense']
AlleDa01,2021,1.0,['defense']
AlleDa01,2022,0.0,"['defense', 'defense', 'defense']"
AlleDa02,2023,1.0,['receiving_and_rushing']
AlleDe02,2023,0.0,['returns']
AlleDw00,2012,4.0,['receiving_and_rushing']
AlleDw00,2013,0.0,['receiving_and_rushing']
AlleDw00,2014,3.0,['receiving_and_rushing']
AlleDw00,2015,1.0,['receiving_and_rushing']
AlleDw00,2016,4.0,['receiving_and_rushing']
AlleDw00,2017,1.0,['receiving_and_rushing']
AlleDw00,2018,0.0,['receiving_and_rushing']
AlleJa01,2015,5.0,['rushing_and_receiving']
AlleJa01,2016,0.0,['rushing_and_receiving']
AlleJa01,2017,7.0,['rushing_and_receiving']
AlleJa01,2018,2.0,['rushing_and_receiving']
AlleJa01,2019,0.0,['rushing_and_receiving']
AlleJa22,2004,4.0,['defense']
AlleJa22,2005,8.0,['defense']
AlleJa22,2006,11.0,['defense']
AlleJa22,2007,17.0,['defense']
AlleJa22,2008,18.0,['defense']
AlleJa22,2009,17.0,['defense']
AlleJa22,2010,10.0,"['defense', 'scoring']"
AlleJa22,2011,14.0,['defense']
AlleJa22,2012,10.0,['defense']
AlleJa22,2013,6.0,['defense']
AlleJa22,2014,6.0,['defense']
AlleJa22,2015,4.0,"['defense', 'defense', 'defense']"
AlleJe01,2012,4.0,['snap_counts']
AlleJe01,2013,7.0,['snap_counts']
AlleJe01,2014,1.0,['snap_counts']
AlleJe01,2015,5.0,['snap_counts']
AlleJe01,2016,5.0,['snap_counts']
AlleJe01,2017,5.0,['snap_counts']
AlleJe01,2018,4.0,['snap_counts']
AlleJe01,2019,0.0,['snap_counts']
AlleJo00,2014,0.0,['snap_counts']
AlleJo01,2017,2.0,['defense']
AlleJo01,2018,8.0,['defense']
AlleJo01,2019,7.0,['defense']
AlleJo01,2020,9.0,['defense']
AlleJo01,2021,10.0,['defense']
AlleJo01,2022,12.0,['defense']
AlleJo01,2023,6.0,['defense']
AlleJo02,2018,6.0,['passing']
AlleJo02,2019,11.0,['passing']
AlleJo02,2020,18.0,['passing']
AlleJo02,2021,19.0,['passing']
AlleJo02,2022,20.0,['passing']
AlleJo02,2023,18.0,['passing']
AlleJo03,2019,6.0,['defense']
AlleJo03,2020,3.0,['defense']
AlleJo03,2021,7.0,['defense']
AlleJo03,2022,8.0,['defense']
AlleJo03,2023,11.0,['defense']
AlleKe00,2013,10.0,['receiving_and_rushing']
AlleKe00,2014,6.0,['receiving_and_rushing']
AlleKe00,2015,5.0,['receiving_and_rushing']
AlleKe00,2016,1.0,['receiving_and_rushing']
AlleKe00,2017,11.0,['receiving_and_rushing']
AlleKe00,2018,12.0,['receiving_and_rushing']
AlleKe00,2019,10.0,['receiving_and_rushing']
AlleKe00,2020,8.0,['receiving_and_rushing']
AlleKe00,2021,11.0,['receiving_and_rushing']
AlleKe00,2022,6.0,['receiving_and_rushing']
AlleKe00,2023,11.0,['receiving_and_rushing']
AlleKy00,2018,1.0,['passing']
AlleKy00,2019,7.0,['passing']
AlleKy00,2020,2.0,['passing']
AlleKy00,2021,0.0,['passing']
AlleKy00,2022,1.0,['passing']
AlleKy00,2023,0.0,['passing']
AlleMa03,2018,0.0,['defense']
AlleMa03,2019,0.0,['defense']
AlleMa03,2020,4.0,['defense']
AlleMa03,2021,1.0,['defense']
AlleMa03,2022,1.0,['defense']
AlleNa99,2010,5.0,['defense']
AlleNa99,2011,5.0,['defense']
AlleNa99,2012,5.0,"['defense', 'snap_counts']"
AlleNa99,2013,7.0,"['defense', 'snap_counts']"
AlleNa99,2014,6.0,"['defense', 'snap_counts']"
AlleNa99,2015,1.0,"['defense', 'snap_counts']"
AlleNa99,2016,2.0,"['defense', 'snap_counts']"
AlleNa99,2017,2.0,"['defense', 'snap_counts']"
AlleNi00,2019,1.0,['snap_counts']
AlleNi00,2020,5.0,['snap_counts']
AlleNi00,2021,1.0,['snap_counts']
AlleNi00,2022,3.0,['snap_counts']
AlleNi00,2023,1.0,['snap_counts']
AlleRa00,2014,0.0,['games_played']
AlleRi00,2015,6.0,['defense']
AlleRi00,2016,5.0,['defense']
AlleRi00,2017,6.0,['defense']
AlleRi00,2018,1.0,['defense']
AlleRi00,2019,5.0,['defense']
AlleRi00,2020,4.0,['defense']
AlleRi00,2021,1.0,['defense']
AlleRu00,2009,3.0,['defense']
AlleRu00,2010,2.0,['defense']
AlleRu00,2011,4.0,['defense']
AlleRu00,2012,7.0,"['defense', 'snap_counts']"
AlleRu00,2013,5.0,"['defense', 'snap_counts']"
AlleRy01,2013,3.0,['punting']
AlleRy01,2014,2.0,['punting']
AlleRy01,2015,2.0,['punting']
AlleRy01,2016,2.0,['punting']
AlleRy01,2017,2.0,['punting']
AlleRy01,2018,2.0,['punting']
AlleRy01,2019,1.0,['punting']
AlleRy01,2020,1.0,['punting']
AlleWi21,2004,1.0,['defense']
AlleWi21,2005,4.0,"['defense', 'scoring']"
AlleWi21,2006,5.0,['defense']
AlleWi21,2007,2.0,['defense']
AlleWi21,2008,1.0,['defense']
AlleWi21,2009,1.0,['defense']
AlleWi21,2010,1.0,['defense']
AlleWi21,2011,1.0,['defense']
AlleWi21,2012,4.0,['defense']
AlleWi21,2013,1.3333333333333333,"['defense', 'defense', 'defense']"
AlleWi21,2014,2.0,['defense']
AlleWi21,2015,5.0,['defense']
AlleZa01,2019,1.0,['defense']
AlleZa01,2020,4.0,['defense']
AlleZa01,2021,7.0,['defense']
AlleZa01,2022,5.0,['defense']
AlleZa01,2023,6.0,['defense']
AllgTy00,2022,8.0,['rushing_and_receiving']
AllgTy00,2023,5.0,['rushing_and_receiving']
AlliGe01,2016,2.0,['receiving_and_rushing']
AlliGe01,2017,2.0,['receiving_and_rushing']
AlliGe01,2018,2.0,['receiving_and_rushing']
AlliGe01,2019,3.0,['receiving_and_rushing']
AlliGe01,2021,0.0,['receiving_and_rushing']
AlonKi00,2013,10.0,['defense']
AlonKi00,2015,2.0,['defense']
AlonKi00,2016,8.0,['defense']
AlonKi00,2017,7.0,['defense']
AlonKi00,2018,7.0,['defense']
AlonKi00,2019,2.0,['defense']
AluaTy99,2010,5.0,['defense']
AluaTy99,2011,8.0,['defense']
AluaTy99,2012,7.0,['defense']
AluaTy99,2013,6.0,['defense']
AluaTy99,2014,1.0,['defense']
AluaTy99,2015,6.0,['defense']
AluaTy99,2016,5.0,['defense']
AluaTy99,2017,4.0,['defense']
AluaTy99,2018,2.0,['defense']
AluaTy99,2019,3.0,['defense']
AluaTy99,2020,6.0,['defense']
AluaTy99,2021,1.0,['defense']
AluaTy99,2022,2.0,['defense']
AluaTy99,2023,0.0,['defense']
AlufAu00,2020,0.0,['snap_counts']
AmadUg00,2019,1.0,['defense']
AmadUg00,2020,2.0,['defense']
AmadUg00,2021,3.0,['defense']
AmadUg00,2022,0.0,"['defense', 'defense', 'defense']"
AmadUg00,2023,1.0,['defense']
AmarJa00,2014,3.0,"['receiving_and_rushing', 'returns']"
AmarJa00,2016,1.0,['receiving_and_rushing']
AmenDa00,2009,2.0,['receiving_and_rushing']
AmenDa00,2010,6.0,['receiving_and_rushing']
AmenDa00,2011,0.0,['receiving_and_rushing']
AmenDa00,2012,5.0,['receiving_and_rushing']
AmenDa00,2013,6.0,['receiving_and_rushing']
AmenDa00,2014,2.0,['receiving_and_rushing']
AmenDa00,2015,7.0,['receiving_and_rushing']
AmenDa00,2016,2.0,['receiving_and_rushing']
AmenDa00,2017,8.0,['receiving_and_rushing']
AmenDa00,2018,4.0,['receiving_and_rushing']
AmenDa00,2019,5.0,['receiving_and_rushing']
AmenDa00,2020,5.0,['receiving_and_rushing']
AmenDa00,2021,2.0,['receiving_and_rushing']
AmerDa00,2013,3.0,['defense']
AmerDa00,2014,5.0,['defense']
AmerDa00,2015,3.3333333333333335,"['defense', 'defense', 'defense']"
AmerDa00,2016,5.0,['defense']
AmerDa00,2017,2.0,['defense']
AmerDa00,2018,2.0,['defense']
AmmeMa00,2021,0.0,"['kicking', 'punting']"
AmmeMa00,2022,0.0,"['kicking', 'kicking', 'kicking']"
AmmeMa00,2023,0.0,['kicking']
AmosAd00,2015,6.0,['defense']
AmosAd00,2016,5.0,['defense']
AmosAd00,2017,5.0,['defense']
AmosAd00,2018,6.0,['defense']
AmosAd00,2019,6.0,['defense']
AmosAd00,2020,6.0,['defense']
AmosAd00,2021,5.0,['defense']
AmosAd00,2022,5.0,['defense']
AmosAd00,2023,1.3333333333333333,"['defense', 'defense', 'defense']"
AmukPr00,2011,1.0,['defense']
AmukPr00,2012,4.0,['defense']
AmukPr00,2013,7.0,['defense']
AmukPr00,2014,3.0,['defense']
AmukPr00,2015,4.0,['defense']
AmukPr00,2016,5.0,['defense']
AmukPr00,2017,5.0,['defense']
AmukPr00,2018,6.0,['defense']
AmukPr00,2019,7.0,['defense']
AnaeBr00,2020,1.0,['defense']
AnaeBr00,2021,0.0,['defense']
AnchTr00,2020,1.0,['snap_counts']
AnchTr00,2022,0.0,['snap_counts']
AnchTr00,2023,1.0,['snap_counts']
AndeAb00,2019,1.0,['defense']
