coach_name,coach_id,team_id,season,boxscore_id,event_date,week,home_team_id,opp_team_id,rating
Bill O'Brien,OBriBi0,htx,2014,201411300htx,2014-11-30,13,htx,oti,25.747070707070705
Chuck Pagano,PagaCh0,clt,2014,201411300clt,2014-11-30,13,clt,was,90.99139420062697
Sean Payton,PaytSe0,nor,2014,201411300pit,2014-11-30,13,nor,pit,157.84677411294354
Mike Pettine,PettMi0,cle,2014,201411300buf,2014-11-30,13,cle,buf,70.20564935064937
Joe Philbin,PhilJo0,mia,2014,201412010nyj,2014-12-01,13,mia,nyj,52.36706119162641
Andy Reid,ReidAn0,kan,2014,201411300kan,2014-11-30,13,kan,den,55.24905672268901
Ron Rivera,RiveRo0,car,2014,201411300min,2014-11-30,13,car,min,58.204610389610366
Rex Ryan,RyanRe0,nyj,2014,201412010nyj,2014-12-01,13,nyj,mia,42.66244973544973
Lovie Smith,SmitLo0,tam,2014,201411300tam,2014-11-30,13,tam,cin,7.01181818181815
Mike Smith,SmitMi0,atl,2014,201411300atl,2014-11-30,13,atl,crd,22.052148148148106
Tony Sparano,SparTo0,rai,2014,201411300ram,2014-11-30,13,rai,ram,-11.146785714285755
Mike Tomlin,TomlMi0,pit,2014,201411300pit,2014-11-30,13,pit,nor,94.90372053872052
Marc Trestman,TresMa0,chi,2014,201411270det,2014-11-27,13,chi,det,47.30528571428574
Ken Whisenhunt,WhisKe0,oti,2014,201411300htx,2014-11-30,13,oti,htx,-11.636142676767825
Mike Zimmer,ZimmMi0,min,2014,201411300min,2014-11-30,13,min,car,29.43530303030308
Bruce Arians,AriaBr0,crd,2014,201412070crd,2014-12-07,14,crd,kan,73.4282298136647
Bill Belichick,BeliBi0,nwe,2014,201412070sdg,2014-12-07,14,nwe,sdg,85.23457729468592
Gus Bradley,BradGu0,jax,2014,201412070jax,2014-12-07,14,jax,htx,-31.172232142857155
Jim Caldwell,CaldJi0,det,2014,201412070det,2014-12-07,14,det,tam,112.06280303030299
Pete Carroll,CarrPe0,sea,2014,201412070phi,2014-12-07,14,sea,phi,136.8700925925925
Tom Coughlin,CougTo0,nyg,2014,201412070oti,2014-12-07,14,nyg,oti,30.78014610389617
Jeff Fisher,FishJe0,ram,2014,201412070was,2014-12-07,14,ram,was,24.308387445887398
John Fox,FoxxJo0,den,2014,201412070den,2014-12-07,14,den,buf,182.35112135176647
Jason Garrett,GarrJa0,dal,2014,201412040chi,2014-12-04,14,dal,chi,30.434221428571476
Jay Gruden,GrudJa0,was,2014,201412070was,2014-12-07,14,was,ram,88.26516666666672
Jim Harbaugh,HarbJi0,sfo,2014,201412070rai,2014-12-07,14,sfo,rai,84.67954005671751
John Harbaugh,HarbJo0,rav,2014,201412070mia,2014-12-07,14,rav,mia,58.36028571428574
Chip Kelly,KellCh0,phi,2014,201412070phi,2014-12-07,14,phi,sea,100.38728464064673
Marvin Lewis,LewiMa0,cin,2014,201412070cin,2014-12-07,14,cin,pit,102.3666457680251
Doug Marrone,MarrDo0,buf,2014,201412070den,2014-12-07,14,buf,den,72.7102065217391
Mike McCarthy,McCaMi0,gnb,2014,201412080gnb,2014-12-08,14,gnb,atl,86.62047413793098
Mike McCoy,McCoMi1,sdg,2014,201412070sdg,2014-12-07,14,sdg,nwe,82.0166269841269
Bill O'Brien,OBriBi0,htx,2014,201412070jax,2014-12-07,14,htx,jax,43.07433333333336
Chuck Pagano,PagaCh0,clt,2014,201412070cle,2014-12-07,14,clt,cle,92.86902691511386
Sean Payton,PaytSe0,nor,2014,201412070nor,2014-12-07,14,nor,car,149.87755148741417
Mike Pettine,PettMi0,cle,2014,201412070cle,2014-12-07,14,cle,clt,69.68666666666664
Joe Philbin,PhilJo0,mia,2014,201412070mia,2014-12-07,14,mia,rav,51.64354166666663
Andy Reid,ReidAn0,kan,2014,201412070crd,2014-12-07,14,kan,crd,46.76017104542969
Ron Rivera,RiveRo0,car,2014,201412070nor,2014-12-07,14,car,nor,62.77216786087471
Rex Ryan,RyanRe0,nyj,2014,201412070min,2014-12-07,14,nyj,min,44.672904761904746
Lovie Smith,SmitLo0,tam,2014,201412070det,2014-12-07,14,tam,det,9.658472222222201
Mike Smith,SmitMi0,atl,2014,201412080gnb,2014-12-08,14,atl,gnb,30.324259687680794
Tony Sparano,SparTo0,rai,2014,201412070rai,2014-12-07,14,rai,sfo,-20.51785714285714
Mike Tomlin,TomlMi0,pit,2014,201412070cin,2014-12-07,14,pit,cin,99.3167891649414
Marc Trestman,TresMa0,chi,2014,201412040chi,2014-12-04,14,chi,dal,40.00199134199143
Ken Whisenhunt,WhisKe0,oti,2014,201412070oti,2014-12-07,14,oti,nyg,-18.635000000000005
Mike Zimmer,ZimmMi0,min,2014,201412070min,2014-12-07,14,min,nyj,21.937708333333315
Bruce Arians,AriaBr0,crd,2014,201412110ram,2014-12-11,15,crd,ram,72.50552442528739
Bill Belichick,BeliBi0,nwe,2014,201412140nwe,2014-12-14,15,nwe,mia,91.04682724957551
Gus Bradley,BradGu0,jax,2014,201412140rav,2014-12-14,15,jax,rav,-29.817531034482727
Jim Caldwell,CaldJi0,det,2014,201412140det,2014-12-14,15,det,min,123.6633205128205
Pete Carroll,CarrPe0,sea,2014,201412140sea,2014-12-14,15,sea,sfo,144.66230968045113
Tom Coughlin,CougTo0,nyg,2014,201412140nyg,2014-12-14,15,nyg,was,39.890179910044985
Jeff Fisher,FishJe0,ram,2014,201412110ram,2014-12-11,15,ram,crd,30.92082815734983
John Fox,FoxxJo0,den,2014,201412140sdg,2014-12-14,15,den,sdg,175.42715909090907
Jason Garrett,GarrJa0,dal,2014,201412140phi,2014-12-14,15,dal,phi,32.83024204244039
Jay Gruden,GrudJa0,was,2014,201412140nyg,2014-12-14,15,was,nyg,75.06155011655002
Jim Harbaugh,HarbJi0,sfo,2014,201412140sea,2014-12-14,15,sfo,sea,81.1683326048951
John Harbaugh,HarbJo0,rav,2014,201412140rav,2014-12-14,15,rav,jax,66.06899014778332
Chip Kelly,KellCh0,phi,2014,201412140phi,2014-12-14,15,phi,dal,88.58169191919191
Marvin Lewis,LewiMa0,cin,2014,201412140cle,2014-12-14,15,cin,cle,95.84673913043474
Doug Marrone,MarrDo0,buf,2014,201412140buf,2014-12-14,15,buf,gnb,76.24889778325127
Mike McCarthy,McCaMi0,gnb,2014,201412140buf,2014-12-14,15,gnb,buf,87.41023333333337
Mike McCoy,McCoMi1,sdg,2014,201412140sdg,2014-12-14,15,sdg,den,75.22940037042753
Bill O'Brien,OBriBi0,htx,2014,201412140clt,2014-12-14,15,htx,clt,49.24273076923076
Chuck Pagano,PagaCh0,clt,2014,201412140clt,2014-12-14,15,clt,htx,95.91789161779076
Sean Payton,PaytSe0,nor,2014,201412150chi,2014-12-15,15,nor,chi,140.14984578381438
Mike Pettine,PettMi0,cle,2014,201412140cle,2014-12-14,15,cle,cin,60.52467948717947
Joe Philbin,PhilJo0,mia,2014,201412140nwe,2014-12-14,15,mia,nwe,44.68905632183904
Andy Reid,ReidAn0,kan,2014,201412140kan,2014-12-14,15,kan,rai,48.07892230576441
Ron Rivera,RiveRo0,car,2014,201412140car,2014-12-14,15,car,tam,70.27374741200825
Rex Ryan,RyanRe0,nyj,2014,201412140oti,2014-12-14,15,nyj,oti,45.326299960815
Lovie Smith,SmitLo0,tam,2014,201412140car,2014-12-14,15,tam,car,-0.7638461538461598
Mike Smith,SmitMi0,atl,2014,201412140atl,2014-12-14,15,atl,pit,30.080890636553008
Tony Sparano,SparTo0,rai,2014,201412140kan,2014-12-14,15,rai,kan,-0.44619047619048047
Mike Tomlin,TomlMi0,pit,2014,201412140atl,2014-12-14,15,pit,atl,103.69791446382077
Marc Trestman,TresMa0,chi,2014,201412150chi,2014-12-15,15,chi,nor,39.735384012539164
Ken Whisenhunt,WhisKe0,oti,2014,201412140oti,2014-12-14,15,oti,nyj,-29.63841958041955
Mike Zimmer,ZimmMi0,min,2014,201412140det,2014-12-14,15,min,det,25.932411477411478
Bruce Arians,AriaBr0,crd,2014,201412210crd,2014-12-21,16,crd,sea,72.40433333333334
Bill Belichick,BeliBi0,nwe,2014,201412210nyj,2014-12-21,16,nwe,nyj,91.53951249999997
Gus Bradley,BradGu0,jax,2014,201412180jax,2014-12-18,16,jax,oti,-29.093391025641026
Jim Caldwell,CaldJi0,det,2014,201412210chi,2014-12-21,16,det,chi,110.20294505494508
Pete Carroll,CarrPe0,sea,2014,201412210crd,2014-12-21,16,sea,crd,143.936630952381
Tom Coughlin,CougTo0,nyg,2014,201412210ram,2014-12-21,16,nyg,ram,38.31245833333334
Jeff Fisher,FishJe0,ram,2014,201412210ram,2014-12-21,16,ram,nyg,32.10251646903825
John Fox,FoxxJo0,den,2014,201412220cin,2014-12-22,16,den,cin,173.9618083003952
Jason Garrett,GarrJa0,dal,2014,201412210dal,2014-12-21,16,dal,clt,36.82322962962962
Jay Gruden,GrudJa0,was,2014,201412200was,2014-12-20,16,was,phi,80.0255595238096
Jim Harbaugh,HarbJi0,sfo,2014,201412200sfo,2014-12-20,16,sfo,sdg,78.94999158249155
John Harbaugh,HarbJo0,rav,2014,201412210htx,2014-12-21,16,rav,htx,68.56022727272727
Chip Kelly,KellCh0,phi,2014,201412200was,2014-12-20,16,phi,was,85.13617761971548
Marvin Lewis,LewiMa0,cin,2014,201412220cin,2014-12-22,16,cin,den,103.8714583333334
Doug Marrone,MarrDo0,buf,2014,201412210rai,2014-12-21,16,buf,rai,73.49601515151512
Mike McCarthy,McCaMi0,gnb,2014,201412210tam,2014-12-21,16,gnb,tam,89.0797316181272
Mike McCoy,McCoMi1,sdg,2014,201412200sfo,2014-12-20,16,sdg,sfo,73.07594886363638
Bill O'Brien,OBriBi0,htx,2014,201412210htx,2014-12-21,16,htx,rav,50.812564935064906
Chuck Pagano,PagaCh0,clt,2014,201412210dal,2014-12-21,16,clt,dal,94.95075706521737
Sean Payton,PaytSe0,nor,2014,201412210nor,2014-12-21,16,nor,atl,143.649
Mike Pettine,PettMi0,cle,2014,201412210car,2014-12-21,16,cle,car,40.966813186813155
Joe Philbin,PhilJo0,mia,2014,201412210mia,2014-12-21,16,mia,min,44.211571794871794
Andy Reid,ReidAn0,kan,2014,201412210pit,2014-12-21,16,kan,pit,52.72009090909091
Ron Rivera,RiveRo0,car,2014,201412210car,2014-12-21,16,car,cle,73.86070136852392
Rex Ryan,RyanRe0,nyj,2014,201412210nyj,2014-12-21,16,nyj,nwe,44.04590463458113
Lovie Smith,SmitLo0,tam,2014,201412210tam,2014-12-21,16,tam,gnb,-3.9722402597402393
Mike Smith,SmitMi0,atl,2014,201412210nor,2014-12-21,16,atl,nor,31.28374686716797
Tony Sparano,SparTo0,rai,2014,201412210rai,2014-12-21,16,rai,buf,-6.286250000000024
Mike Tomlin,TomlMi0,pit,2014,201412210pit,2014-12-21,16,pit,kan,102.36838043478262
Marc Trestman,TresMa0,chi,2014,201412210chi,2014-12-21,16,chi,det,34.4448550724638
Ken Whisenhunt,WhisKe0,oti,2014,201412180jax,2014-12-18,16,oti,jax,-18.47422077922083
Mike Zimmer,ZimmMi0,min,2014,201412210mia,2014-12-21,16,min,mia,38.059980158730156
Bruce Arians,AriaBr0,crd,2014,201412280sfo,2014-12-28,17,crd,sfo,58.996589060308615
Bill Belichick,BeliBi0,nwe,2014,201412280nwe,2014-12-28,17,nwe,buf,88.47790959040952
Gus Bradley,BradGu0,jax,2014,201412280htx,2014-12-28,17,jax,htx,-28.06876736972707
Jim Caldwell,CaldJi0,det,2014,201412280gnb,2014-12-28,17,det,gnb,116.70756493506488
Pete Carroll,CarrPe0,sea,2014,201412280sea,2014-12-28,17,sea,ram,153.76531237322513
Tom Coughlin,CougTo0,nyg,2014,201412280nyg,2014-12-28,17,nyg,phi,43.68392365591402
Jeff Fisher,FishJe0,ram,2014,201412280sea,2014-12-28,17,ram,sea,28.806570827489463
John Fox,FoxxJo0,den,2014,201412280den,2014-12-28,17,den,rai,171.55070705456097
Jason Garrett,GarrJa0,dal,2014,201412280was,2014-12-28,17,dal,was,43.83118619283941
Jay Gruden,GrudJa0,was,2014,201412280was,2014-12-28,17,was,dal,66.38523310023305
Jim Harbaugh,HarbJi0,sfo,2014,201412280sfo,2014-12-28,17,sfo,crd,78.5524538728535
John Harbaugh,HarbJo0,rav,2014,201412280rav,2014-12-28,17,rav,cle,64.76699158485276
Chip Kelly,KellCh0,phi,2014,201412280nyg,2014-12-28,17,phi,nyg,90.64659482758623
Marvin Lewis,LewiMa0,cin,2014,201412280pit,2014-12-28,17,cin,pit,102.03584711538457
Doug Marrone,MarrDo0,buf,2014,201412280nwe,2014-12-28,17,buf,nwe,72.4258779803647
Mike McCarthy,McCaMi0,gnb,2014,201412280gnb,2014-12-28,17,gnb,det,99.25869907407406
Mike McCoy,McCoMi1,sdg,2014,201412280kan,2014-12-28,17,sdg,kan,73.11867494824024
Bill O'Brien,OBriBi0,htx,2014,201412280htx,2014-12-28,17,htx,jax,59.89633333333336
Chuck Pagano,PagaCh0,clt,2014,201412280oti,2014-12-28,17,clt,oti,88.46195075757579
Sean Payton,PaytSe0,nor,2014,201412280tam,2014-12-28,17,nor,tam,138.58938519813523
Mike Pettine,PettMi0,cle,2014,201412280rav,2014-12-28,17,cle,rav,30.023235930735964
Joe Philbin,PhilJo0,mia,2014,201412280mia,2014-12-28,17,mia,nyj,49.63424869037776
Andy Reid,ReidAn0,kan,2014,201412280kan,2014-12-28,17,kan,sdg,54.294924242424244
Ron Rivera,RiveRo0,car,2014,201412280atl,2014-12-28,17,car,atl,79.48891521739131
Rex Ryan,RyanRe0,nyj,2014,201412280mia,2014-12-28,17,nyj,mia,47.17686886395509
Lovie Smith,SmitLo0,tam,2014,201412280tam,2014-12-28,17,tam,nor,-22.440166666666656
Mike Smith,SmitMi0,atl,2014,201412280atl,2014-12-28,17,atl,car,35.34501497695848
Tony Sparano,SparTo0,rai,2014,201412280den,2014-12-28,17,rai,den,3.446522727272793
Mike Tomlin,TomlMi0,pit,2014,201412280pit,2014-12-28,17,pit,cin,99.88430708608831
Marc Trestman,TresMa0,chi,2014,201412280min,2014-12-28,17,chi,min,30.9198454301075
Ken Whisenhunt,WhisKe0,oti,2014,201412280oti,2014-12-28,17,oti,clt,-8.634696969697032
Mike Zimmer,ZimmMi0,min,2014,201412280min,2014-12-28,17,min,chi,30.423388888888987
Bruce Arians,AriaBr0,crd,2014,201501030car,2015-01-03,100,crd,car,59.30849999999997
Jim Caldwell,CaldJi0,det,2014,201501040dal,2015-01-04,100,det,dal,108.81733333333332
Jason Garrett,GarrJa0,dal,2014,201501040dal,2015-01-04,100,dal,det,47.28413074712644
John Harbaugh,HarbJo0,rav,2014,201501030pit,2015-01-03,100,rav,pit,70.20148550724639
Marvin Lewis,LewiMa0,cin,2014,201501040clt,2015-01-04,100,cin,clt,100.46300310800312
Chuck Pagano,PagaCh0,clt,2014,201501040clt,2015-01-04,100,clt,cin,93.88703295206966
Ron Rivera,RiveRo0,car,2014,201501030car,2015-01-03,100,car,crd,80.5582132360393
Mike Tomlin,TomlMi0,pit,2014,201501030pit,2015-01-03,100,pit,rav,99.35931818181814
Bill Belichick,BeliBi0,nwe,2014,201501100nwe,2015-01-10,101,nwe,rav,87.35830376595084
Pete Carroll,CarrPe0,sea,2014,201501100sea,2015-01-10,101,sea,car,154.80421428571424
John Fox,FoxxJo0,den,2014,201501110den,2015-01-11,101,den,clt,176.965319047619
Jason Garrett,GarrJa0,dal,2014,201501110gnb,2015-01-11,101,dal,gnb,45.4776385281385
John Harbaugh,HarbJo0,rav,2014,201501100nwe,2015-01-10,101,rav,nwe,67.69294393939397
Mike McCarthy,McCaMi0,gnb,2014,201501110gnb,2015-01-11,101,gnb,dal,100.57403679653682
Chuck Pagano,PagaCh0,clt,2014,201501110den,2015-01-11,101,clt,den,100.19044285714287
Ron Rivera,RiveRo0,car,2014,201501100sea,2015-01-10,101,car,sea,89.79424700435729
Bill Belichick,BeliBi0,nwe,2014,201501180nwe,2015-01-18,102,nwe,clt,86.69129870129866
Pete Carroll,CarrPe0,sea,2014,201501180sea,2015-01-18,102,sea,gnb,152.2394751664106
Mike McCarthy,McCaMi0,gnb,2014,201501180sea,2015-01-18,102,gnb,sea,102.68089203392955
Chuck Pagano,PagaCh0,clt,2014,201501180nwe,2015-01-18,102,clt,nwe,101.73969643383438
Bill Belichick,BeliBi0,nwe,2014,201502010sea,2015-02-01,103,nwe,sea,92.60319298683987
Pete Carroll,CarrPe0,sea,2014,201502010sea,2015-02-01,103,sea,nwe,152.5801980958231
Bruce Arians,AriaBr0,crd,2015,201509130crd,2015-09-13,1,crd,nor,49.62589930069925
Bill Belichick,BeliBi0,nwe,2015,201509100nwe,2015-09-10,1,nwe,pit,91.572429054054
Todd Bowles,BowlTo0,nyj,2015,201509130nyj,2015-09-13,1,nyj,cle,50.0
Gus Bradley,BradGu0,jax,2015,201509130jax,2015-09-13,1,jax,car,-29.3769207875458
Jim Caldwell,CaldJi0,det,2015,201509130sdg,2015-09-13,1,det,sdg,110.98524321266966
Pete Carroll,CarrPe0,sea,2015,201509130ram,2015-09-13,1,sea,ram,150.61525067609736
Tom Coughlin,CougTo0,nyg,2015,201509130dal,2015-09-13,1,nyg,dal,46.708127326302694
Jack Del Rio,DelRJa0,rai,2015,201509130rai,2015-09-13,1,rai,cin,50.0
Jeff Fisher,FishJe0,ram,2015,201509130ram,2015-09-13,1,ram,sea,26.171249999999986
John Fox,FoxxJo0,chi,2015,201509130chi,2015-09-13,1,chi,gnb,171.42773675213672
Jason Garrett,GarrJa0,dal,2015,201509130dal,2015-09-13,1,dal,nyg,42.92414709153958
Jay Gruden,GrudJa0,was,2015,201509130was,2015-09-13,1,was,mia,61.10023809523807
John Harbaugh,HarbJo0,rav,2015,201509130den,2015-09-13,1,rav,den,67.77883891402712
Chip Kelly,KellCh0,phi,2015,201509140atl,2015-09-14,1,phi,atl,87.79540909090909
Gary Kubiak,KubiGa0,den,2015,201509130den,2015-09-13,1,den,rav,127.93396794871799
Marvin Lewis,LewiMa0,cin,2015,201509130rai,2015-09-13,1,cin,rai,92.18635932150639
Mike McCarthy,McCaMi0,gnb,2015,201509130chi,2015-09-13,1,gnb,chi,98.88110351966881
Mike McCoy,McCoMi1,sdg,2015,201509130sdg,2015-09-13,1,sdg,det,75.89097186700766
Bill O'Brien,OBriBi0,htx,2015,201509130htx,2015-09-13,1,htx,kan,68.91979487179483
Chuck Pagano,PagaCh0,clt,2015,201509130buf,2015-09-13,1,clt,buf,94.54458358358357
Sean Payton,PaytSe0,nor,2015,201509130crd,2015-09-13,1,nor,crd,138.2490834111422
Mike Pettine,PettMi0,cle,2015,201509130nyj,2015-09-13,1,cle,nyj,21.688690476190484
Joe Philbin,PhilJo0,mia,2015,201509130was,2015-09-13,1,mia,was,46.4428240740741
Dan Quinn,QuinDa0,atl,2015,201509140atl,2015-09-14,1,atl,phi,50.0
Andy Reid,ReidAn0,kan,2015,201509130htx,2015-09-13,1,kan,htx,51.69734519104085
Ron Rivera,RiveRo0,car,2015,201509130jax,2015-09-13,1,car,jax,89.2080687830688
Rex Ryan,RyanRe0,buf,2015,201509130buf,2015-09-13,1,buf,clt,51.5168475877193
Lovie Smith,SmitLo0,tam,2015,201509130tam,2015-09-13,1,tam,oti,-20.608197115384655
Mike Tomlin,TomlMi0,pit,2015,201509100nwe,2015-09-10,1,pit,nwe,100.69751831357047
Jim Tomsula,TomsJi0,sfo,2015,201509140sfo,2015-09-14,1,sfo,min,50.0
Ken Whisenhunt,WhisKe0,oti,2015,201509130tam,2015-09-13,1,oti,tam,-16.84751893939398
Mike Zimmer,ZimmMi0,min,2015,201509140sfo,2015-09-14,1,min,sfo,35.87574999999997
Bruce Arians,AriaBr0,crd,2015,201509200chi,2015-09-20,2,crd,chi,51.07092592592592
Bill Belichick,BeliBi0,nwe,2015,201509200buf,2015-09-20,2,nwe,buf,88.0063500990379
Todd Bowles,BowlTo0,nyj,2015,201509210clt,2015-09-21,2,nyj,clt,99.87999999999997
Gus Bradley,BradGu0,jax,2015,201509200jax,2015-09-20,2,jax,mia,-26.742205387205402
Jim Caldwell,CaldJi0,det,2015,201509200min,2015-09-20,2,det,min,97.79026844070967
Pete Carroll,CarrPe0,sea,2015,201509200gnb,2015-09-20,2,sea,gnb,148.25891496983408
Tom Coughlin,CougTo0,nyg,2015,201509200nyg,2015-09-20,2,nyg,atl,42.601141522754446
Jack Del Rio,DelRJa0,rai,2015,201509200rai,2015-09-20,2,rai,rav,-105.13999999999999
Jeff Fisher,FishJe0,ram,2015,201509200was,2015-09-20,2,ram,was,27.678775757575785
John Fox,FoxxJo0,chi,2015,201509200chi,2015-09-20,2,chi,crd,170.55841476091484
Jason Garrett,GarrJa0,dal,2015,201509200phi,2015-09-20,2,dal,phi,47.94420890937022
Jay Gruden,GrudJa0,was,2015,201509200was,2015-09-20,2,was,ram,66.61280995475116
John Harbaugh,HarbJo0,rav,2015,201509200rai,2015-09-20,2,rav,rai,66.15268620268623
Chip Kelly,KellCh0,phi,2015,201509200phi,2015-09-20,2,phi,dal,87.30200518172528
Gary Kubiak,KubiGa0,den,2015,201509170kan,2015-09-17,2,den,kan,127.43982600732602
Marvin Lewis,LewiMa0,cin,2015,201509200cin,2015-09-20,2,cin,sdg,96.39735540959673
Mike McCarthy,McCaMi0,gnb,2015,201509200gnb,2015-09-20,2,gnb,sea,95.88477325853202
Mike McCoy,McCoMi1,sdg,2015,201509200cin,2015-09-20,2,sdg,cin,81.13060429606631
Bill O'Brien,OBriBi0,htx,2015,201509200car,2015-09-20,2,htx,car,72.37284593837535
Chuck Pagano,PagaCh0,clt,2015,201509210clt,2015-09-21,2,clt,nyj,92.57303634085216
Sean Payton,PaytSe0,nor,2015,201509200nor,2015-09-20,2,nor,tam,135.31073051948056
Mike Pettine,PettMi0,cle,2015,201509200cle,2015-09-20,2,cle,oti,22.429592760181023
Joe Philbin,PhilJo0,mia,2015,201509200jax,2015-09-20,2,mia,jax,44.384388341543456
Dan Quinn,QuinDa0,atl,2015,201509200nyg,2015-09-20,2,atl,nyg,66.87
Andy Reid,ReidAn0,kan,2015,201509170kan,2015-09-17,2,kan,den,50.39205882352939
Ron Rivera,RiveRo0,car,2015,201509200car,2015-09-20,2,car,htx,88.89587912087914
Rex Ryan,RyanRe0,buf,2015,201509200buf,2015-09-20,2,buf,nwe,53.43091287878786
Lovie Smith,SmitLo0,tam,2015,201509200nor,2015-09-20,2,tam,nor,-19.34806722689082
Mike Tomlin,TomlMi0,pit,2015,201509200pit,2015-09-20,2,pit,sfo,102.04208292347045
Jim Tomsula,TomsJi0,sfo,2015,201509200pit,2015-09-20,2,sfo,pit,234.80999999999997
Ken Whisenhunt,WhisKe0,oti,2015,201509200cle,2015-09-20,2,oti,cle,-8.161527149321273
Mike Zimmer,ZimmMi0,min,2015,201509200min,2015-09-20,2,min,det,27.74510695187167
Bruce Arians,AriaBr0,crd,2015,201509270crd,2015-09-27,3,crd,sfo,51.269464285714314
Bill Belichick,BeliBi0,nwe,2015,201509270nwe,2015-09-27,3,nwe,jax,91.82739935897436
Todd Bowles,BowlTo0,nyj,2015,201509270nyj,2015-09-27,3,nyj,phi,91.40499999999997
Gus Bradley,BradGu0,jax,2015,201509270nwe,2015-09-27,3,jax,nwe,-23.578613586848846
Jim Caldwell,CaldJi0,det,2015,201509270det,2015-09-27,3,det,den,94.29716959064325
Pete Carroll,CarrPe0,sea,2015,201509270sea,2015-09-27,3,sea,chi,144.98156428571437
Tom Coughlin,CougTo0,nyg,2015,201509240nyg,2015-09-24,3,nyg,was,42.75744110838786
Jack Del Rio,DelRJa0,rai,2015,201509270cle,2015-09-27,3,rai,cle,-39.65750000000001
Jeff Fisher,FishJe0,ram,2015,201509270ram,2015-09-27,3,ram,pit,23.54596923076923
John Fox,FoxxJo0,chi,2015,201509270sea,2015-09-27,3,chi,sea,168.07318713450275
Jason Garrett,GarrJa0,dal,2015,201509270dal,2015-09-27,3,dal,atl,52.61731070788536
Jay Gruden,GrudJa0,was,2015,201509240nyg,2015-09-24,3,was,nyg,76.5877617521368
John Harbaugh,HarbJo0,rav,2015,201509270rav,2015-09-27,3,rav,cin,67.39187830687831
Chip Kelly,KellCh0,phi,2015,201509270nyj,2015-09-27,3,phi,nyj,82.60555307539687
Gary Kubiak,KubiGa0,den,2015,201509270det,2015-09-27,3,den,det,122.90369047619053
Marvin Lewis,LewiMa0,cin,2015,201509270rav,2015-09-27,3,cin,rav,96.66341666666672
Mike McCarthy,McCaMi0,gnb,2015,201509280gnb,2015-09-28,3,gnb,kan,96.42877956081081
Mike McCoy,McCoMi1,sdg,2015,201509270min,2015-09-27,3,sdg,min,79.61663888888893
Bill O'Brien,OBriBi0,htx,2015,201509270htx,2015-09-27,3,htx,tam,69.14704861111112
Chuck Pagano,PagaCh0,clt,2015,201509270oti,2015-09-27,3,clt,oti,91.51305296483272
Sean Payton,PaytSe0,nor,2015,201509270car,2015-09-27,3,nor,car,133.03896676661674
Mike Pettine,PettMi0,cle,2015,201509270cle,2015-09-27,3,cle,rai,19.30719284188044
Joe Philbin,PhilJo0,mia,2015,201509270mia,2015-09-27,3,mia,buf,44.64713343958276
Dan Quinn,QuinDa0,atl,2015,201509270dal,2015-09-27,3,atl,dal,77.71749999999997
Andy Reid,ReidAn0,kan,2015,201509280gnb,2015-09-28,3,kan,gnb,51.0319194805195
Ron Rivera,RiveRo0,car,2015,201509270car,2015-09-27,3,car,nor,89.90562683373022
Rex Ryan,RyanRe0,buf,2015,201509270mia,2015-09-27,3,buf,mia,48.96611596638651
Lovie Smith,SmitLo0,tam,2015,201509270htx,2015-09-27,3,tam,htx,-13.50783333333333
Mike Tomlin,TomlMi0,pit,2015,201509270ram,2015-09-27,3,pit,ram,102.8526671245421
Jim Tomsula,TomsJi0,sfo,2015,201509270crd,2015-09-27,3,sfo,crd,119.26
Ken Whisenhunt,WhisKe0,oti,2015,201509270oti,2015-09-27,3,oti,clt,1.6487698412698606
Mike Zimmer,ZimmMi0,min,2015,201509270min,2015-09-27,3,min,sdg,31.960416666666738
Bruce Arians,AriaBr0,crd,2015,201510040crd,2015-10-04,4,crd,ram,61.07519499178985
Todd Bowles,BowlTo0,nyj,2015,201510040mia,2015-10-04,4,nyj,mia,112.51166666666663
Gus Bradley,BradGu0,jax,2015,201510040clt,2015-10-04,4,jax,clt,-27.321704545454537
Jim Caldwell,CaldJi0,det,2015,201510050sea,2015-10-05,4,det,sea,89.26863486842106
Pete Carroll,CarrPe0,sea,2015,201510050sea,2015-10-05,4,sea,det,149.247143554007
Tom Coughlin,CougTo0,nyg,2015,201510040buf,2015-10-04,4,nyg,buf,42.97658482142858
Jack Del Rio,DelRJa0,rai,2015,201510040chi,2015-10-04,4,rai,chi,35.98333333333332
Jeff Fisher,FishJe0,ram,2015,201510040crd,2015-10-04,4,ram,crd,24.461984126984078
John Fox,FoxxJo0,chi,2015,201510040chi,2015-10-04,4,chi,rai,158.8244017094018
Jason Garrett,GarrJa0,dal,2015,201510040nor,2015-10-04,4,dal,nor,50.16048564189187
Jay Gruden,GrudJa0,was,2015,201510040was,2015-10-04,4,was,phi,77.33436413431774
John Harbaugh,HarbJo0,rav,2015,201510010pit,2015-10-01,4,rav,pit,65.64516459193186
Chip Kelly,KellCh0,phi,2015,201510040was,2015-10-04,4,phi,was,79.84495851370848
Gary Kubiak,KubiGa0,den,2015,201510040den,2015-10-04,4,den,min,124.1615
Marvin Lewis,LewiMa0,cin,2015,201510040cin,2015-10-04,4,cin,kan,97.64720515287253
Mike McCarthy,McCaMi0,gnb,2015,201510040sfo,2015-10-04,4,gnb,sfo,99.21915669856463
