coach_name,coach_link,team_link,home_away,boxscore_id,date
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201311030sea,2013-11-03
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201311030was,2013-11-03
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,home,201311030was,2013-11-03
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,away,201311040gnb,2013-11-04
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201311040gnb,2013-11-04
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,away,201311070min,2013-11-07
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,home,201311070min,2013-11-07
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,away,201311100atl,2013-11-10
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,home,201311100atl,2013-11-10
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,away,201311100chi,2013-11-10
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,home,201311100chi,2013-11-10
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,away,201311100clt,2013-11-10
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,home,201311100clt,2013-11-10
Gary Kubiak,/coaches/KubiGa0.htm,/teams/htx/2013.htm,away,201311100crd,2013-11-10
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,home,201311100crd,2013-11-10
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,away,201311100gnb,2013-11-10
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201311100gnb,2013-11-10
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,away,201311100nor,2013-11-10
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,home,201311100nor,2013-11-10
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,away,201311100nyg,2013-11-10
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,home,201311100nyg,2013-11-10
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,away,201311100oti,2013-11-10
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,home,201311100oti,2013-11-10
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,away,201311100pit,2013-11-10
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,home,201311100pit,2013-11-10
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,away,201311100rav,2013-11-10
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,home,201311100rav,2013-11-10
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,away,201311100sdg,2013-11-10
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,home,201311100sdg,2013-11-10
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,away,201311100sfo,2013-11-10
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,home,201311100sfo,2013-11-10
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,away,201311110tam,2013-11-11
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,home,201311110tam,2013-11-11
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,away,201311140oti,2013-11-14
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,home,201311140oti,2013-11-14
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,away,201311170buf,2013-11-17
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,home,201311170buf,2013-11-17
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,away,201311170chi,2013-11-17
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,home,201311170chi,2013-11-17
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,away,201311170cin,2013-11-17
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,home,201311170cin,2013-11-17
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,away,201311170den,2013-11-17
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201311170den,2013-11-17
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,away,201311170htx,2013-11-17
Gary Kubiak,/coaches/KubiGa0.htm,/teams/htx/2013.htm,home,201311170htx,2013-11-17
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,away,201311170jax,2013-11-17
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,home,201311170jax,2013-11-17
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201311170mia,2013-11-17
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,home,201311170mia,2013-11-17
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201311170nor,2013-11-17
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,home,201311170nor,2013-11-17
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,away,201311170nyg,2013-11-17
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,home,201311170nyg,2013-11-17
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,away,201311170phi,2013-11-17
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,home,201311170phi,2013-11-17
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,away,201311170pit,2013-11-17
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,home,201311170pit,2013-11-17
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,away,201311170sea,2013-11-17
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201311170sea,2013-11-17
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,away,201311170tam,2013-11-17
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,home,201311170tam,2013-11-17
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,away,201311180car,2013-11-18
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,home,201311180car,2013-11-18
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201311210atl,2013-11-21
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,home,201311210atl,2013-11-21
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,away,201311240cle,2013-11-24
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,home,201311240cle,2013-11-24
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,away,201311240crd,2013-11-24
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,home,201311240crd,2013-11-24
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,away,201311240det,2013-11-24
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,home,201311240det,2013-11-24
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,away,201311240gnb,2013-11-24
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201311240gnb,2013-11-24
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,away,201311240htx,2013-11-24
Gary Kubiak,/coaches/KubiGa0.htm,/teams/htx/2013.htm,home,201311240htx,2013-11-24
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201311240kan,2013-11-24
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,home,201311240kan,2013-11-24
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,away,201311240mia,2013-11-24
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,home,201311240mia,2013-11-24
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,away,201311240nwe,2013-11-24
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,home,201311240nwe,2013-11-24
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,away,201311240nyg,2013-11-24
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,home,201311240nyg,2013-11-24
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,away,201311240rai,2013-11-24
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,home,201311240rai,2013-11-24
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,away,201311240ram,2013-11-24
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,home,201311240ram,2013-11-24
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,away,201311240rav,2013-11-24
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,home,201311240rav,2013-11-24
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201311250was,2013-11-25
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,home,201311250was,2013-11-25
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,away,201311280dal,2013-11-28
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,home,201311280dal,2013-11-28
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,away,201311280det,2013-11-28
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,home,201311280det,2013-11-28
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,away,201311280rav,2013-11-28
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,home,201311280rav,2013-11-28
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,away,201312010buf,2013-12-01
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,home,201312010buf,2013-12-01
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,away,201312010car,2013-12-01
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,home,201312010car,2013-12-01
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,away,201312010cle,2013-12-01
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,home,201312010cle,2013-12-01
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,away,201312010clt,2013-12-01
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,home,201312010clt,2013-12-01
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,away,201312010htx,2013-12-01
Gary Kubiak,/coaches/KubiGa0.htm,/teams/htx/2013.htm,home,201312010htx,2013-12-01
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,away,201312010kan,2013-12-01
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,home,201312010kan,2013-12-01
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,away,201312010min,2013-12-01
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,home,201312010min,2013-12-01
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,away,201312010nyj,2013-12-01
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,home,201312010nyj,2013-12-01
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,away,201312010phi,2013-12-01
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,home,201312010phi,2013-12-01
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,away,201312010sdg,2013-12-01
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,home,201312010sdg,2013-12-01
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,away,201312010sfo,2013-12-01
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,home,201312010sfo,2013-12-01
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,away,201312010was,2013-12-01
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,home,201312010was,2013-12-01
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201312020sea,2013-12-02
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201312020sea,2013-12-02
Gary Kubiak,/coaches/KubiGa0.htm,/teams/htx/2013.htm,away,201312050jax,2013-12-05
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,home,201312050jax,2013-12-05
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,away,201312080cin,2013-12-08
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,home,201312080cin,2013-12-08
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,away,201312080crd,2013-12-08
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,home,201312080crd,2013-12-08
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,away,201312080den,2013-12-08
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201312080den,2013-12-08
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,away,201312080gnb,2013-12-08
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201312080gnb,2013-12-08
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,away,201312080nor,2013-12-08
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,home,201312080nor,2013-12-08
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,away,201312080nwe,2013-12-08
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,home,201312080nwe,2013-12-08
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,away,201312080nyj,2013-12-08
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,home,201312080nyj,2013-12-08
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,away,201312080phi,2013-12-08
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,home,201312080phi,2013-12-08
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,away,201312080pit,2013-12-08
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,home,201312080pit,2013-12-08
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,away,201312080rav,2013-12-08
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,home,201312080rav,2013-12-08
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,away,201312080sdg,2013-12-08
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,home,201312080sdg,2013-12-08
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,away,201312080sfo,2013-12-08
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,home,201312080sfo,2013-12-08
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,away,201312080tam,2013-12-08
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,home,201312080tam,2013-12-08
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,away,201312080was,2013-12-08
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,home,201312080was,2013-12-08
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,away,201312090chi,2013-12-09
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,home,201312090chi,2013-12-09
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201312120den,2013-12-12
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201312120den,2013-12-12
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,away,201312150atl,2013-12-15
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,home,201312150atl,2013-12-15
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,away,201312150car,2013-12-15
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,home,201312150car,2013-12-15
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,away,201312150cle,2013-12-15
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,home,201312150cle,2013-12-15
Wade Phillips,/coaches/PhilWa0.htm,/teams/htx/2013.htm,away,201312150clt,2013-12-15
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,home,201312150clt,2013-12-15
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,away,201312150dal,2013-12-15
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,home,201312150dal,2013-12-15
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,away,201312150jax,2013-12-15
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,home,201312150jax,2013-12-15
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,away,201312150mia,2013-12-15
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,home,201312150mia,2013-12-15
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,away,201312150min,2013-12-15
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,home,201312150min,2013-12-15
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,away,201312150nyg,2013-12-15
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,home,201312150nyg,2013-12-15
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,away,201312150oti,2013-12-15
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,home,201312150oti,2013-12-15
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,away,201312150pit,2013-12-15
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,home,201312150pit,2013-12-15
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,away,201312150rai,2013-12-15
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,home,201312150rai,2013-12-15
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201312150ram,2013-12-15
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,home,201312150ram,2013-12-15
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201312150tam,2013-12-15
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,home,201312150tam,2013-12-15
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,away,201312160det,2013-12-16
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,home,201312160det,2013-12-16
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,away,201312220buf,2013-12-22
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,home,201312220buf,2013-12-22
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201312220car,2013-12-22
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,home,201312220car,2013-12-22
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,away,201312220cin,2013-12-22
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,home,201312220cin,2013-12-22
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,away,201312220det,2013-12-22
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,home,201312220det,2013-12-22
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,away,201312220gnb,2013-12-22
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201312220gnb,2013-12-22
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,away,201312220htx,2013-12-22
Wade Phillips,/coaches/PhilWa0.htm,/teams/htx/2013.htm,home,201312220htx,2013-12-22
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,away,201312220jax,2013-12-22
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,home,201312220jax,2013-12-22
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,away,201312220kan,2013-12-22
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,home,201312220kan,2013-12-22
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,away,201312220nyj,2013-12-22
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,home,201312220nyj,2013-12-22
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,away,201312220phi,2013-12-22
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,home,201312220phi,2013-12-22
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,away,201312220ram,2013-12-22
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,home,201312220ram,2013-12-22
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,away,201312220rav,2013-12-22
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,home,201312220rav,2013-12-22
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,away,201312220sdg,2013-12-22
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,home,201312220sdg,2013-12-22
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,away,201312220sea,2013-12-22
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201312220sea,2013-12-22
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,away,201312220was,2013-12-22
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,home,201312220was,2013-12-22
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,away,201312230sfo,2013-12-23
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,home,201312230sfo,2013-12-23
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,away,201312290atl,2013-12-29
Mike Smith,/coaches/SmitMi0.htm,/teams/atl/2013.htm,home,201312290atl,2013-12-29
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,away,201312290chi,2013-12-29
Marc Trestman,/coaches/TresMa0.htm,/teams/chi/2013.htm,home,201312290chi,2013-12-29
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2013.htm,away,201312290cin,2013-12-29
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,home,201312290cin,2013-12-29
Gus Bradley,/coaches/BradGu0.htm,/teams/jax/2013.htm,away,201312290clt,2013-12-29
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,home,201312290clt,2013-12-29
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201312290crd,2013-12-29
Bruce Arians,/coaches/AriaBr0.htm,/teams/crd/2013.htm,home,201312290crd,2013-12-29
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,away,201312290dal,2013-12-29
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2013.htm,home,201312290dal,2013-12-29
Rex Ryan,/coaches/RyanRe0.htm,/teams/nyj/2013.htm,away,201312290mia,2013-12-29
Joe Philbin,/coaches/PhilJo0.htm,/teams/mia/2013.htm,home,201312290mia,2013-12-29
Jim Schwartz,/coaches/SchwJi0.htm,/teams/det/2013.htm,away,201312290min,2013-12-29
Leslie Frazier,/coaches/FrazLe0.htm,/teams/min/2013.htm,home,201312290min,2013-12-29
Greg Schiano,/coaches/SchiGr0.htm,/teams/tam/2013.htm,away,201312290nor,2013-12-29
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,home,201312290nor,2013-12-29
Doug Marrone,/coaches/MarrDo0.htm,/teams/buf/2013.htm,away,201312290nwe,2013-12-29
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,home,201312290nwe,2013-12-29
Mike Shanahan,/coaches/ShanMi0.htm,/teams/was/2013.htm,away,201312290nyg,2013-12-29
Tom Coughlin,/coaches/CougTo0.htm,/teams/nyg/2013.htm,home,201312290nyg,2013-12-29
Wade Phillips,/coaches/PhilWa0.htm,/teams/htx/2013.htm,away,201312290oti,2013-12-29
Mike Munchak,/coaches/MuncMi0.htm,/teams/oti/2013.htm,home,201312290oti,2013-12-29
Rob Chudzinski,/coaches/ChudRo0.htm,/teams/cle/2013.htm,away,201312290pit,2013-12-29
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2013.htm,home,201312290pit,2013-12-29
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,away,201312290rai,2013-12-29
Dennis Allen,/coaches/AlleDe0.htm,/teams/rai/2013.htm,home,201312290rai,2013-12-29
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,away,201312290sdg,2013-12-29
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,home,201312290sdg,2013-12-29
Jeff Fisher,/coaches/FishJe0.htm,/teams/ram/2013.htm,away,201312290sea,2013-12-29
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201312290sea,2013-12-29
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2013.htm,away,201401040clt,2014-01-04
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,home,201401040clt,2014-01-04
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201401040phi,2014-01-04
Chip Kelly,/coaches/KellCh0.htm,/teams/phi/2013.htm,home,201401040phi,2014-01-04
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201401050cin,2014-01-05
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2013.htm,home,201401050cin,2014-01-05
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201401050gnb,2014-01-05
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2013.htm,home,201401050gnb,2014-01-05
Chuck Pagano,/coaches/PagaCh0.htm,/teams/clt/2013.htm,away,201401110nwe,2014-01-11
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,home,201401110nwe,2014-01-11
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2013.htm,away,201401110sea,2014-01-11
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201401110sea,2014-01-11
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201401120car,2014-01-12
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2013.htm,home,201401120car,2014-01-12
Mike McCoy,/coaches/McCoMi1.htm,/teams/sdg/2013.htm,away,201401120den,2014-01-12
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201401120den,2014-01-12
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2013.htm,away,201401190den,2014-01-19
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201401190den,2014-01-19
Jim Harbaugh,/coaches/HarbJi0.htm,/teams/sfo/2013.htm,away,201401190sea,2014-01-19
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,home,201401190sea,2014-01-19
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2013.htm,away,201402020den,2014-02-02
John Fox,/coaches/FoxxJo0.htm,/teams/den/2013.htm,home,201402020den,2014-02-02
