coach_name,coach_link,team_link,home_away,boxscore_id,date
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,away,201809090car,2018-09-09
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,home,201809090car,2018-09-09
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,away,201809090cle,2018-09-09
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,home,201809090cle,2018-09-09
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,away,201809090clt,2018-09-09
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,home,201809090clt,2018-09-09
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,away,201809090crd,2018-09-09
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,home,201809090crd,2018-09-09
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,away,201809090den,2018-09-09
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,home,201809090den,2018-09-09
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,away,201809090gnb,2018-09-09
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,home,201809090gnb,2018-09-09
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,away,201809090mia,2018-09-09
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,home,201809090mia,2018-09-09
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,away,201809090min,2018-09-09
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,home,201809090min,2018-09-09
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,away,201809090nor,2018-09-09
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,home,201809090nor,2018-09-09
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,away,201809090nwe,2018-09-09
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,home,201809090nwe,2018-09-09
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,away,201809090nyg,2018-09-09
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,home,201809090nyg,2018-09-09
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,away,201809090rav,2018-09-09
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,home,201809090rav,2018-09-09
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,away,201809090sdg,2018-09-09
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,home,201809090sdg,2018-09-09
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,away,201809100det,2018-09-10
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,home,201809100det,2018-09-10
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,away,201809100rai,2018-09-10
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,home,201809100rai,2018-09-10
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,away,201809130cin,2018-09-13
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,home,201809130cin,2018-09-13
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,away,201809160atl,2018-09-16
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,home,201809160atl,2018-09-16
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,away,201809160buf,2018-09-16
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,home,201809160buf,2018-09-16
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,away,201809160dal,2018-09-16
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,home,201809160dal,2018-09-16
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,away,201809160den,2018-09-16
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,home,201809160den,2018-09-16
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,away,201809160gnb,2018-09-16
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,home,201809160gnb,2018-09-16
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,away,201809160jax,2018-09-16
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,home,201809160jax,2018-09-16
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,away,201809160nor,2018-09-16
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,home,201809160nor,2018-09-16
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,away,201809160nyj,2018-09-16
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,home,201809160nyj,2018-09-16
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,away,201809160oti,2018-09-16
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,home,201809160oti,2018-09-16
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,away,201809160pit,2018-09-16
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,home,201809160pit,2018-09-16
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,away,201809160ram,2018-09-16
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,home,201809160ram,2018-09-16
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,away,201809160sfo,2018-09-16
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,home,201809160sfo,2018-09-16
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,away,201809160tam,2018-09-16
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,home,201809160tam,2018-09-16
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,away,201809160was,2018-09-16
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,home,201809160was,2018-09-16
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,away,201809170chi,2018-09-17
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,home,201809170chi,2018-09-17
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,away,201809200cle,2018-09-20
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,home,201809200cle,2018-09-20
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,away,201809230atl,2018-09-23
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,home,201809230atl,2018-09-23
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,away,201809230car,2018-09-23
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,home,201809230car,2018-09-23
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,away,201809230crd,2018-09-23
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,home,201809230crd,2018-09-23
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,away,201809230det,2018-09-23
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,home,201809230det,2018-09-23
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,away,201809230htx,2018-09-23
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,home,201809230htx,2018-09-23
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,away,201809230jax,2018-09-23
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,home,201809230jax,2018-09-23
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,away,201809230kan,2018-09-23
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,home,201809230kan,2018-09-23
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,away,201809230mia,2018-09-23
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,home,201809230mia,2018-09-23
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,away,201809230min,2018-09-23
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,home,201809230min,2018-09-23
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,away,201809230phi,2018-09-23
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,home,201809230phi,2018-09-23
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,away,201809230ram,2018-09-23
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,home,201809230ram,2018-09-23
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,away,201809230rav,2018-09-23
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,home,201809230rav,2018-09-23
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,away,201809230sea,2018-09-23
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,home,201809230sea,2018-09-23
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,away,201809230was,2018-09-23
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,home,201809230was,2018-09-23
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,away,201809240tam,2018-09-24
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,home,201809240tam,2018-09-24
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,away,201809270ram,2018-09-27
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,home,201809270ram,2018-09-27
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,away,201809300atl,2018-09-30
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,home,201809300atl,2018-09-30
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,away,201809300chi,2018-09-30
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,home,201809300chi,2018-09-30
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,away,201809300clt,2018-09-30
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,home,201809300clt,2018-09-30
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,away,201809300crd,2018-09-30
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,home,201809300crd,2018-09-30
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,away,201809300dal,2018-09-30
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,home,201809300dal,2018-09-30
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,away,201809300gnb,2018-09-30
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,home,201809300gnb,2018-09-30
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,away,201809300jax,2018-09-30
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,home,201809300jax,2018-09-30
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,away,201809300nwe,2018-09-30
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,home,201809300nwe,2018-09-30
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,away,201809300nyg,2018-09-30
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,home,201809300nyg,2018-09-30
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,away,201809300oti,2018-09-30
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,home,201809300oti,2018-09-30
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,away,201809300pit,2018-09-30
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,home,201809300pit,2018-09-30
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,away,201809300rai,2018-09-30
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,home,201809300rai,2018-09-30
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,away,201809300sdg,2018-09-30
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,home,201809300sdg,2018-09-30
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,away,201810010den,2018-10-01
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,home,201810010den,2018-10-01
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,away,201810040nwe,2018-10-04
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,home,201810040nwe,2018-10-04
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,away,201810070buf,2018-10-07
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,home,201810070buf,2018-10-07
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,away,201810070car,2018-10-07
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,home,201810070car,2018-10-07
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,away,201810070cin,2018-10-07
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,home,201810070cin,2018-10-07
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,away,201810070cle,2018-10-07
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,home,201810070cle,2018-10-07
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,away,201810070det,2018-10-07
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,home,201810070det,2018-10-07
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,away,201810070htx,2018-10-07
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,home,201810070htx,2018-10-07
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,away,201810070kan,2018-10-07
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,home,201810070kan,2018-10-07
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,away,201810070nyj,2018-10-07
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,home,201810070nyj,2018-10-07
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,away,201810070phi,2018-10-07
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,home,201810070phi,2018-10-07
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,away,201810070pit,2018-10-07
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,home,201810070pit,2018-10-07
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,away,201810070sdg,2018-10-07
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,home,201810070sdg,2018-10-07
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,away,201810070sea,2018-10-07
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,home,201810070sea,2018-10-07
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,away,201810070sfo,2018-10-07
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,home,201810070sfo,2018-10-07
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,away,201810080nor,2018-10-08
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,home,201810080nor,2018-10-08
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,away,201810110nyg,2018-10-11
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,home,201810110nyg,2018-10-11
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,away,201810140atl,2018-10-14
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,home,201810140atl,2018-10-14
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,away,201810140cin,2018-10-14
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,home,201810140cin,2018-10-14
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,away,201810140cle,2018-10-14
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,home,201810140cle,2018-10-14
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,away,201810140dal,2018-10-14
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,home,201810140dal,2018-10-14
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,away,201810140den,2018-10-14
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,home,201810140den,2018-10-14
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,away,201810140htx,2018-10-14
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,home,201810140htx,2018-10-14
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,away,201810140mia,2018-10-14
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,home,201810140mia,2018-10-14
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,away,201810140min,2018-10-14
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,home,201810140min,2018-10-14
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,away,201810140nwe,2018-10-14
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,home,201810140nwe,2018-10-14
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,away,201810140nyj,2018-10-14
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,home,201810140nyj,2018-10-14
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,away,201810140oti,2018-10-14
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,home,201810140oti,2018-10-14
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,away,201810140rai,2018-10-14
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,home,201810140rai,2018-10-14
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,away,201810140was,2018-10-14
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,home,201810140was,2018-10-14
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,away,201810150gnb,2018-10-15
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,home,201810150gnb,2018-10-15
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,away,201810180crd,2018-10-18
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,home,201810180crd,2018-10-18
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,away,201810210chi,2018-10-21
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,home,201810210chi,2018-10-21
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,away,201810210clt,2018-10-21
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,home,201810210clt,2018-10-21
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,away,201810210jax,2018-10-21
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,home,201810210jax,2018-10-21
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,away,201810210kan,2018-10-21
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,home,201810210kan,2018-10-21
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,away,201810210mia,2018-10-21
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,home,201810210mia,2018-10-21
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,away,201810210nyj,2018-10-21
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,home,201810210nyj,2018-10-21
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,away,201810210phi,2018-10-21
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,home,201810210phi,2018-10-21
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,away,201810210rav,2018-10-21
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,home,201810210rav,2018-10-21
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,away,201810210sdg,2018-10-21
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,home,201810210sdg,2018-10-21
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,away,201810210sfo,2018-10-21
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,home,201810210sfo,2018-10-21
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,away,201810210tam,2018-10-21
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,home,201810210tam,2018-10-21
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,away,201810210was,2018-10-21
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,home,201810210was,2018-10-21
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,away,201810220atl,2018-10-22
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,home,201810220atl,2018-10-22
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,away,201810250htx,2018-10-25
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,home,201810250htx,2018-10-25
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,away,201810280car,2018-10-28
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,home,201810280car,2018-10-28
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,away,201810280chi,2018-10-28
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,home,201810280chi,2018-10-28
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,away,201810280cin,2018-10-28
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,home,201810280cin,2018-10-28
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,away,201810280crd,2018-10-28
Steve Wilks,/coaches/WilkSt0.htm,/teams/crd/2018.htm,home,201810280crd,2018-10-28
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,away,201810280det,2018-10-28
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,home,201810280det,2018-10-28
Doug Pederson,/coaches/PedeDo0.htm,/teams/phi/2018.htm,away,201810280jax,2018-10-28
Doug Marrone,/coaches/MarrDo0.htm,/teams/jax/2018.htm,home,201810280jax,2018-10-28
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,away,201810280kan,2018-10-28
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,home,201810280kan,2018-10-28
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,away,201810280min,2018-10-28
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,home,201810280min,2018-10-28
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,away,201810280nyg,2018-10-28
Pat Shurmur,/coaches/ShurPa0.htm,/teams/nyg/2018.htm,home,201810280nyg,2018-10-28
Hue Jackson,/coaches/JackHu0.htm,/teams/cle/2018.htm,away,201810280pit,2018-10-28
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,home,201810280pit,2018-10-28
Frank Reich,/coaches/ReicFr0.htm,/teams/clt/2018.htm,away,201810280rai,2018-10-28
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,home,201810280rai,2018-10-28
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,away,201810280ram,2018-10-28
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,home,201810280ram,2018-10-28
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,away,201810290buf,2018-10-29
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,home,201810290buf,2018-10-29
Jon Gruden,/coaches/GrudJo0.htm,/teams/rai/2018.htm,away,201811010sfo,2018-11-01
Kyle Shanahan,/coaches/ShanKy0.htm,/teams/sfo/2018.htm,home,201811010sfo,2018-11-01
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,away,201811040buf,2018-11-04
Sean McDermott,/coaches/McDeSe0.htm,/teams/buf/2018.htm,home,201811040buf,2018-11-04
Dirk Koetter,/coaches/KoetDi0.htm,/teams/tam/2018.htm,away,201811040car,2018-11-04
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,home,201811040car,2018-11-04
Andy Reid,/coaches/ReidAn0.htm,/teams/kan/2018.htm,away,201811040cle,2018-11-04
Gregg Williams,/coaches/WillGr0.htm,/teams/cle/2018.htm,home,201811040cle,2018-11-04
Bill O'Brien,/coaches/OBriBi0.htm,/teams/htx/2018.htm,away,201811040den,2018-11-04
Vance Joseph,/coaches/JoseVa0.htm,/teams/den/2018.htm,home,201811040den,2018-11-04
Todd Bowles,/coaches/BowlTo0.htm,/teams/nyj/2018.htm,away,201811040mia,2018-11-04
Adam Gase,/coaches/GaseAd0.htm,/teams/mia/2018.htm,home,201811040mia,2018-11-04
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,away,201811040min,2018-11-04
Mike Zimmer,/coaches/ZimmMi0.htm,/teams/min/2018.htm,home,201811040min,2018-11-04
Sean McVay,/coaches/McVaSe0.htm,/teams/ram/2018.htm,away,201811040nor,2018-11-04
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,home,201811040nor,2018-11-04
Mike McCarthy,/coaches/McCaMi0.htm,/teams/gnb/2018.htm,away,201811040nwe,2018-11-04
Bill Belichick,/coaches/BeliBi0.htm,/teams/nwe/2018.htm,home,201811040nwe,2018-11-04
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,away,201811040rav,2018-11-04
John Harbaugh,/coaches/HarbJo0.htm,/teams/rav/2018.htm,home,201811040rav,2018-11-04
Anthony Lynn,/coaches/LynnAn0.htm,/teams/sdg/2018.htm,away,201811040sea,2018-11-04
Pete Carroll,/coaches/CarrPe0.htm,/teams/sea/2018.htm,home,201811040sea,2018-11-04
Dan Quinn,/coaches/QuinDa0.htm,/teams/atl/2018.htm,away,201811040was,2018-11-04
Jay Gruden,/coaches/GrudJa0.htm,/teams/was/2018.htm,home,201811040was,2018-11-04
Mike Vrabel,/coaches/VrabMi0.htm,/teams/oti/2018.htm,away,201811050dal,2018-11-05
Jason Garrett,/coaches/GarrJa0.htm,/teams/dal/2018.htm,home,201811050dal,2018-11-05
Ron Rivera,/coaches/RiveRo0.htm,/teams/car/2018.htm,away,201811080pit,2018-11-08
Mike Tomlin,/coaches/TomlMi0.htm,/teams/pit/2018.htm,home,201811080pit,2018-11-08
Matt Patricia,/coaches/PatrMa0.htm,/teams/det/2018.htm,away,201811110chi,2018-11-11
Matt Nagy,/coaches/NagyMa0.htm,/teams/chi/2018.htm,home,201811110chi,2018-11-11
Sean Payton,/coaches/PaytSe0.htm,/teams/nor/2018.htm,away,201811110cin,2018-11-11
Marvin Lewis,/coaches/LewiMa0.htm,/teams/cin/2018.htm,home,201811110cin,2018-11-11
