position,statistic,stat_source,weight
QB,fumbles_rec_td,player_defense_all.csv,0.0
QB,fumbles_forced,player_defense_all.csv,0.0
QB,pass_cmp,player_offense_all.csv,0.0139549760929176
QB,pass_att,player_offense_all.csv,-0.023260220112807265
QB,pass_yds,player_offense_all.csv,0.003347216682213172
QB,pass_td,player_offense_all.csv,0.12007238983677554
QB,pass_int,player_offense_all.csv,-0.12476167973743048
QB,pass_sacked,player_offense_all.csv,0.019155700120714603
QB,pass_sacked_yds,player_offense_all.csv,-0.004996260049723081
QB,pass_long,player_offense_all.csv,-0.004653937951984111
QB,pass_rating,player_offense_all.csv,0.0019776011702316958
QB,rush_att,player_offense_all.csv,-0.002294867933459675
QB,rush_yds,player_offense_all.csv,0.004635743754907455
QB,rush_td,player_offense_all.csv,0.19830001884748336
QB,rush_long,player_offense_all.csv,-0.001160246614836142
QB,rec_tgt,player_offense_all.csv,-0.9231760897371287
QB,rec_rec,player_offense_all.csv,1.1453642807312154
QB,rec_yds,player_offense_all.csv,0.04244856027108513
QB,rec_td,player_offense_all.csv,0.03764381846857641
QB,rec_long,player_offense_all.csv,-0.06562864488241378
QB,fmb,player_offense_all.csv,0.07695376513734614
QB,fmb_lost,player_offense_all.csv,-0.13074981596384985
QB,scoring_xpm,player_kicking_all.csv,0.0
QB,scoring_xpa,player_kicking_all.csv,0.0
QB,scoring_fgm,player_kicking_all.csv,0.0
QB,scoring_fga,player_kicking_all.csv,0.0
QB,punt,player_kicking_all.csv,-0.055638443130123345
QB,punt_yds,player_kicking_all.csv,0.01251350007880671
QB,punt_yds_per_punt,player_kicking_all.csv,0.01251350007880691
QB,punt_long,player_kicking_all.csv,0.012513500078808042
QB,kick_ret,player_returns_all.csv,0.010807720515349497
QB,kick_ret_yds,player_returns_all.csv,0.09726948463814743
QB,kick_ret_yds_per_ret,player_returns_all.csv,0.09726948463814726
QB,kick_ret_td,player_returns_all.csv,0.0
QB,kick_ret_long,player_returns_all.csv,0.09726948463814773
QB,punt_ret,player_returns_all.csv,0.010793058012677157
QB,punt_ret_yds,player_returns_all.csv,0.07555140608879332
QB,punt_ret_yds_per_ret,player_returns_all.csv,0.03777570304439694
QB,punt_ret_td,player_returns_all.csv,0.0
